ABIE/BBIE/ASBIE	Dictionary Entry Name	Definition	Occurrence Min	Occurrence Max
BBIE	Trade Settlement_ Financial Card. Valid From. Date Time	The date from which this trade settlement financial card is valid.	0	1
BBIE	Trade Settlement_ Financial Card. Credit Limit. Amount	A monetary value of the credit limit for this trade settlement financial card.	0	unbounded
BBIE	Trade Settlement_ Financial Card. Credit Available. Amount	A monetary value of the credit available for this trade settlement financial card.	0	unbounded
BBIE	Trade Settlement_ Financial Card. Interest Rate. Percent	The interest rate expressed as a percentage for this trade settlement financial card.	0	1
BBIE	Trade Settlement_ Financial Card. Issuing Company Name. Text	The issuing company name, expressed as text, for this trade settlement financial card.	0	1
BBIE	Trade Settlement_ Financial Card. Description. Text	The textual description of this trade settlement financial card.	0	1				
ABIE	Trade Settlement_ Payment Means. Details	The means by which a payment will be or has been made for trade settlement purposes.		
BBIE	Trade Settlement_ Payment Means. Payment Channel. Code	The code specifying the payment channel through which this trade settlement payment is to be processed (Reference United Nations Code List (UNCL) 4435).	0	1
BBIE	Trade Settlement_ Payment Means. Type. Code	The code specifying the type of trade settlement payment means, such as cash or check.	0	1
BBIE	Trade Settlement_ Payment Means. Guarantee Method. Code	The code specifying the method of guarantee for this trade settlement payment means.	0	1
BBIE	Trade Settlement_ Payment Means. Payment Method. Code	The code specifying the method by which a payment may be made for this trade settlement payment means.	0	1
BBIE	Trade Settlement_ Payment Means. Information. Text	Information, expressed as text, for this trade settlement payment means.	0	unbounded
BBIE	Trade Settlement_ Payment Means. Identification. Identifier	An identifier for this trade settlement payment means.	0	unbounded
ASBIE	Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card	A financial card applicable to this trade settlement payment means.	0	1
ASBIE	Trade Settlement_ Payment Means. Payer_ Party. Debtor_ Financial Account	The debtor financial account of the payer party for this trade settlement payment means.	0	1
ASBIE	Trade Settlement_ Payment Means. Payee_ Party. Creditor_ Financial Account	The creditor financial account of the payee party for this trade settlement payment means.	0	1
ASBIE	Trade Settlement_ Payment Means. Payer_ Specified. Debtor_ Financial Institution	The debtor financial institution of the payer party specified for this trade settlement payment means.	0	1
ASBIE	Trade Settlement_ Payment Means. Payee_ Specified. Creditor_ Financial Institution	The creditor financial institution of the payee party specified for this trade settlement payment means.	0	1
ABIE	Trade_ Accounting Account. Details	A specific trade account for recording debits and credits to general accounting, cost accounting or budget accounting.		
BBIE	Trade_ Accounting Account. Identification. Identifier	The unique identifier for this trade accounting account.	1	1
BBIE	Trade_ Accounting Account. Set Trigger. Code	A code specifying a set trigger for this trade accounting account to be used in response to a specific event or a set of events.	0	1
BBIE	Trade_ Accounting Account. Type. Code	The code specifying the type of trade accounting account, such as general (main), secondary, cost accounting or budget account.	0	1
BBIE	Trade_ Accounting Account. Amount Type. Code	The code specifying the amount type for this trade accounting account.	0	1
BBIE	Trade_ Accounting Account. Name. Text	The name, expressed as text, of this trade accounting account.	0	1
BBIE	Trade_ Accounting Account. Cost Reference Dimension Pattern. Text	The cost reference dimension pattern, expressed as text, for this trade accounting account.	0	1
ABIE	Trade_ Address. Details	The location at which a particular trade related organization or person may be found or reached.		
BBIE	Trade_ Address. Identification. Identifier	A unique identifier for this trade address.	0	1
BBIE	Trade_ Address. Postcode. Code	A code specifying the postcode of this trade address.	0	1
BBIE	Trade_ Address. Post Office Box. Text	The unique identifier, expressed as text, of a container commonly referred to as a box, in a post office or other postal service location, assigned to a person or organization, where postal items may be kept for this trade address.	0	1
BBIE	Trade_ Address. Building Name. Text	The name, expressed as text, of a building, a house or other structure on a street at this trade address.	0	1
BBIE	Trade_ Address. Line One. Text	The first free form line, expressed as text, of this trade address.	0	1
BBIE	Trade_ Address. Line Two. Text	The second free form line, expressed as text, of this trade address.	0	1
BBIE	Trade_ Address. Line Three. Text	The third free form line, expressed as text, of this trade address.	0	1
BBIE	Trade_ Address. Line Four. Text	The fourth free form line, expressed as text, of this trade address.	0	1
BBIE	Trade_ Address. Line Five. Text	The fifth free form line, expressed as text, of this trade address.	0	1
BBIE	Trade_ Address. Street Name. Text	A name, expressed as text, of a street or thoroughfare for this trade address.	0	1
BBIE	Trade_ Address. City Name. Text	The name, expressed as text, of the city, town or village of this trade address.	0	1
BBIE	Trade_ Address. City Sub- Division Name. Text	A name, expressed as text, of a sub-division of a city for this trade address, for example a district or borough.	0	1
BBIE	Trade_ Address. Country. Identifier	The unique identifier of a country for this trade address.	0	1
BBIE	Trade_ Address. Country Name. Text	A name, expressed as text, of the country for this trade address.	0	unbounded
BBIE	Trade_ Address. Country Sub-Division. Identifier	A unique identifier of the country sub-division for this trade address.	0	1
BBIE	Trade_ Address. Country Sub-Division Name. Text	A name, expressed as text, of the sub-division of a country for this trade address.	0	unbounded
BBIE	Trade_ Address. Attention Of. Text	The name, expressed as text, of a person or department in the organization to whom incoming mail is marked with words such as 'for the attention of' or 'FAO' or 'ATTN' for this trade address.	0	1
BBIE	Trade_ Address. Care Of. Text	The name, expressed as text, of a person or organization at this trade address to whom incoming mail is marked with words such as 'care of' or 'C/O'.	0	1
BBIE	Trade_ Address. Building Number. Text	The building number, expressed as text, in this trade address.	0	1
BBIE	Trade_ Address. Department Name. Text	The name, expressed as text, of a department for this trade address.	0	1
BBIE	Trade_ Address. Additional_ Street Name. Text	The additional name of a street, expressed as text, for this trade address.	0	1
ABIE	Trade_ Allowance Charge. Details	A component of pricing, such as an allowance or charge for trade purposes.		
BBIE	Trade_ Allowance Charge. Charge. Indicator	The indication of whether or not the trade allowance charge is a charge.	0	1
BBIE	Trade_ Allowance Charge. Identification. Identifier	The unique identifier for this trade allowance charge.	0	1
BBIE	Trade_ Allowance Charge. Sequence. Numeric	The sequence number for applying this trade allowance charge.	0	1
BBIE	Trade_ Allowance Charge. Calculation. Percent	The percentage applied to calculate this trade allowance charge.	0	1
BBIE	Trade_ Allowance Charge. Basis. Amount	The monetary value that is the basis on which this trade allowance charge is calculated.	0	1
BBIE	Trade_ Allowance Charge. Basis. Quantity	The quantity on which this trade allowance charge is based.	0	1
BBIE	Trade_ Allowance Charge. Prepaid. Indicator	The indication of whether or not this trade allowance charge is prepaid.	0	1
BBIE	Trade_ Allowance Charge. Actual. Amount	An actual monetary value of the trade allowance charge.	0	unbounded
BBIE	Trade_ Allowance Charge. Unit_ Basis. Amount	The monetary value of the unit basis on which the allowance or charge is calculated.	0	1
BBIE	Trade_ Allowance Charge. Reason. Code	The code specifying the reason for this trade allowance charge.	0	1
BBIE	Trade_ Allowance Charge. Reason. Text	The reason, expressed as text, for this trade allowance charge.	0	1
BBIE	Trade_ Allowance Charge. Type. Code	The code specifying the type of this trade allowance charge.	0	1
ASBIE	Trade_ Allowance Charge. Category. Trade_ Tax	A tax category of this trade allowance charge.	0	unbounded
ASBIE	Trade_ Allowance Charge. Actual. Trade_ Currency Exchange	The actual trade currency exchange for this trade allowance charge.	0	1
ABIE	Trade_ Contact. Details	A person or a department that acts as a point of contact with another person or department in a trading relationship.		
BBIE	Trade_ Contact. Identification. Identifier	The unique identifier for this trade contact.	0	1
BBIE	Trade_ Contact. Person Name. Text	The name, expressed as text, of this trade contact person.	0	1
BBIE	Trade_ Contact. Department Name. Text	The name, expressed as text, of the department to which this trade contact belongs within an organization.	0	1
BBIE	Trade_ Contact. Type. Code	The code specifying the type of trade contact.	0	1
BBIE	Trade_ Contact. Job Title. Text	The job title, position or designation, expressed as text, of this trade contact within an organization, such as Director, Software Engineer, Purchasing Manager.	0	1
BBIE	Trade_ Contact. Responsibility. Text	A responsibility, expressed as text, of this trade contact.	0	1
BBIE	Trade_ Contact. Person_ Identification. Identifier	A unique identifier for this trade contact person.	0	unbounded
ASBIE	Trade_ Contact. Telephone. Universal_ Communication	Telephone communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Direct_ Telephone. Universal_ Communication	The direct telephone communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Mobile_ Telephone. Universal_ Communication	The mobile telephone communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Fax. Universal_ Communication	Fax communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Email_ URI. Universal_ Communication	The email URI communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Telex. Universal_ Communication	Telegraphy (Telex) communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. VOIP. Universal_ Communication	Voice Over Internet Protocol (VOIP) communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Instant Messaging. Universal_ Communication	Instant messaging communication information for this trade contact.	0	1
ASBIE	Trade_ Contact. Specified. Note	A note specified for this trade contact.	0	unbounded
ASBIE	Trade_ Contact. Specified. Contact_ Person	The contact person specified for this trade contact.	0	1
ABIE	Trade_ Country Sub-Division. Details	A political or physical area or region within the political boundaries of a country used or referenced for trade purposes.		
BBIE	Trade_ Country Sub-Division. Identification. Identifier	The unique identifier for this trade country sub-division.	0	1
BBIE	Trade_ Country Sub-Division. Name. Text	A name, expressed as text, of this trade country sub- division.	0	unbounded
ABIE	Trade_ Country. Details	The area of land that belongs to a nation together with its properties, such as population, political organization, etc., used or referenced for trade purposes.		
BBIE	Trade_ Country. Identification. Identifier	A unique identifier for this trade country.	0	1
BBIE	Trade_ Country. Name. Text	A name, expressed as text, of this trade country.	0	unbounded
ASBIE	Trade_ Country. Subordinate. Trade_ Country Sub-Division	A trade country sub-division that is subordinate to this trade country, such as a state, a county, a canton, a province.	0	unbounded
ABIE	Trade_ Currency Exchange. Details	The conversion of one currency to another for trade purposes.		
BBIE	Trade_ Currency Exchange. Source Currency. Code	The code specifying the source currency of a trade related currency conversion.	1	1
BBIE	Trade_ Currency Exchange. Source Unit Basis. Numeric	The numeric unit basis of the source currency used in this trade related currency exchange rate calculation.	0	1
BBIE	Trade_ Currency Exchange. Target Currency. Code	The code specifying the target currency of a trade related currency conversion.	1	1
BBIE	Trade_ Currency Exchange. Target Unit Base. Numeric	The numeric unit basis of the target currency used in this trade related currency exchange rate calculation.	0	1
BBIE	Trade_ Currency Exchange. Market. Identifier	The unique identifier of the currency exchange market from which the exchange rate is taken for trade purposes.	0	1
BBIE	Trade_ Currency Exchange. Conversion. Rate	The rate factor used for conversion from the source currency to the target currency for trade purposes.	1	1
BBIE	Trade_ Currency Exchange. Conversion Rate. Date Time	The date, time, date time or other date time value of the conversion rate for this trade related currency exchange.	0	1
ASBIE	Trade_ Currency Exchange. Associated. Referenced_ Document	An associated document referenced for this trade related currency exchange.	0	1
ABIE	Trade_ Delivery Terms. Details	Conditions agreed upon between the parties with regard to the delivery of goods and or services for trade purposes.		
BBIE	Trade_ Delivery Terms. Delivery Type. Code	The code specifying the type of delivery for these trade delivery terms.	0	1
BBIE	Trade_ Delivery Terms. Description. Text	A textual description of these trade delivery terms.	0	unbounded
ASBIE	Trade_ Delivery Terms. Relevant. Trade_ Location	The trade location relevant for these trade delivery terms.	0	1
ABIE	Trade_ Location. Details	A physical location or place used or referenced for trade purposes.		
BBIE	Trade_ Location. Country. Identifier	The unique identifier of a country location used or referenced in trade.	0	1
BBIE	Trade_ Location. Country Name. Text	The name, expressed as text, of a country location used or referenced in trade.	0	1
BBIE	Trade_ Location. Identification. Identifier	The unique identifier for this location used or referenced in trade.	0	1
BBIE	Trade_ Location. Name. Text	The name, expressed as text, of this location used or referenced in trade.	0	1
ABIE	Trade_ Party. Details	An individual, a group, or a body having a role in a trade business function.		
BBIE	Trade_ Party. Identification. Identifier	A unique identifier of this trade party.	0	unbounded
BBIE	Trade_ Party. Global_ Identification. Identifier	A globally unique identifier of this trade party.	0	unbounded
BBIE	Trade_ Party. Name. Text	The name, expressed as text, for this trade party.	0	1
BBIE	Trade_ Party. Role. Code	A code specifying the role of this trade party.	0	unbounded
BBIE	Trade_ Party. Description. Text	A textual description of this trade party.	0	unbounded
ASBIE	Trade_ Party. Specified. Legal_ Organization	The legally constituted organization specified for this trade party.	0	1
ASBIE	Trade_ Party. Defined. Trade_ Contact	A trade contact defined for this trade party.	0	unbounded
ASBIE	Trade_ Party. Postal. Trade_ Address	The postal address for this trade party.	0	1
ASBIE	Trade_ Party. URI. Universal_ Communication	A Uniform Resource Identifier (URI) communication for this trade party, such as a web or email address.	0	unbounded
ASBIE	Trade_ Party. Specified. Tax_ Registration	A tax registration specified for this trade party.	0	unbounded
ASBIE	Trade_ Party. End Point_ URI. Universal_ Communication	The communication address of the end point URI for this trade party.	0	1
ASBIE	Trade_ Party. Logo_ Associated. Specified_ Binary File	A file containing a specified binary representation of a logo associated with this trade party.	0	unbounded
ABIE	Trade_ Payment Discount Terms. Details	Trade terms and conditions by which a discount is or can be applied to a payable amount.		
BBIE	Trade_ Payment Discount Terms. Basis. Date Time	The date, time, date time, or other date time value used as the basis to calculate the discount in the trade payment discount terms.	0	1
BBIE	Trade_ Payment Discount Terms. Basis Period. Measure	The measure of the basis period for these trade payment discount terms.	0	1
BBIE	Trade_ Payment Discount Terms. Basis. Amount	A monetary value used as a basis to calculate the discount in these trade payment discount terms.	0	1
BBIE	Trade_ Payment Discount Terms. Calculation. Percent	The percent used to calculate the discount in these trade payment discount terms.	0	1
BBIE	Trade_ Payment Discount Terms. Actual Discount. Amount	A monetary value of the actual discount in these trade payment discount terms.	0	1
ABIE	Trade_ Payment Penalty Terms. Details	Trade terms and conditions by which a penalty is or can be applied to a payable amount.		
BBIE	Trade_ Payment Penalty Terms. Basis. Date Time	The date, time, date time, or other date time value used as the basis to calculate these trade payment penalty terms.	0	1
BBIE	Trade_ Payment Penalty Terms. Basis Period. Measure	The measure of the period used as a basis to calculate these trade payment penalty terms.	0	1
BBIE	Trade_ Payment Penalty Terms. Basis. Amount	A monetary value used as a basis to calculate these trade payment penalty terms.	0	1
BBIE	Trade_ Payment Penalty Terms. Calculation. Percent	The percent applied to calculate these trade payment penalty terms.	0	1
BBIE	Trade_ Payment Penalty Terms. Actual Penalty. Amount	A monetary value of the actual penalty in these trade payment penalty terms.	0	1
ABIE	Trade_ Payment Terms. Details	Terms and conditions by which payment has been or will be made for trade purposes.		
BBIE	Trade_ Payment Terms. Identification. Identifier	The unique identifier of these trade payment terms.	0	1
BBIE	Trade_ Payment Terms. From Event. Code	The code specifying the event from which these trade payment terms are offered for a length of time.	0	1
BBIE	Trade_ Payment Terms. Settlement Period. Measure	The measure of the number of settlement periods from this trade payment term time reference to the latest payment date, such as 30 days, 3 months.	0	1
BBIE	Trade_ Payment Terms. Description. Text	A textual description of these trade payment terms.	0	unbounded
BBIE	Trade_ Payment Terms. Due Date. Date Time	The date, time, date time, or other date time value for a due date specified by these trade payment terms.	0	1
BBIE	Trade_ Payment Terms. Type. Code	A code specifying the type of trade payment terms.	0	1
BBIE	Trade_ Payment Terms. Instruction_ Type. Code	A code specifying a type of instruction for these trade payment terms.	0	1
BBIE	Trade_ Payment Terms. Direct Debit Mandate_ Identification. Identifier	An identifier of a direct debit mandate in these trade payment terms.	0	unbounded
BBIE	Trade_ Payment Terms. Partial Payment. Percent	A partial payment, expressed as a percent, in these trade payment terms.	0	1
BBIE	Trade_ Payment Terms. Payment Means_ Identification. Identifier	An identifier of a payment means in these trade payment terms.	0	unbounded
BBIE	Trade_ Payment Terms. Partial Payment. Amount	A monetary value of a partial payment in these trade payment terms.	0	unbounded
ASBIE	Trade_ Payment Terms. Applicable. Trade_ Payment Penalty Terms	Trade payment penalty terms applicable to these trade payment terms.	0	1
ASBIE	Trade_ Payment Terms. Applicable. Trade_ Payment Discount Terms	Trade payment discount terms applicable to these trade payment terms.	0	1
ASBIE	Trade_ Payment Terms. Payee. Trade_ Party	A payee party in these trade payment terms.	0	unbounded
ABIE	Trade_ Price. Details	A sum of money for which something is or may be bought or sold for trade purposes.		
BBIE	Trade_ Price. Type. Code	The code specifying the type of trade price.	0	1
BBIE	Trade_ Price. Charge. Amount	A monetary value of the trade price charge.	1	unbounded
BBIE	Trade_ Price. Basis. Quantity	The quantity on which the trade price is based.	0	1
BBIE	Trade_ Price. Minimum. Quantity	The minimum quantity in a range for which this trade price applies.	0	1
BBIE	Trade_ Price. Maximum. Quantity	The maximum quantity in a range for which the trade price applies.	0	1
BBIE	Trade_ Price. Change Reason. Text	A reason, expressed as text, for a change of this trade price.	0	unbounded
BBIE	Trade_ Price. Order_ Unit Conversion Factor. Numeric	The value used as the factor to convert the order unit into the price unit for this trade price.	0	1
ASBIE	Trade_ Price. Applied. Trade_ Allowance Charge	An allowance or charge applied to the trade price.	0	unbounded
ASBIE	Trade_ Price. Validity. Specified_ Period	A specified period for which this trade price is valid.	0	1
ASBIE	Trade_ Price. Delivery. Trade_ Location	A delivery location for this trade price.	0	unbounded
ASBIE	Trade_ Price. Trade_ Comparison. Reference_ Price	A price that provides a trade comparison with this trade price.	0	unbounded
ASBIE	Trade_ Price. Associated. Referenced_ Document	An associated document referenced for this trade price.	0	unbounded
ABIE	Trade_ Product Instance. Details	An individual trade product or batch of similar trade products produced by human or mechanical effort or by a natural process.		
BBIE	Trade_ Product Instance. Global Serial_ Identification. Identifier	The unique global serial identifier for this trade product instance.	0	1
BBIE	Trade_ Product Instance. Batch_ Identification. Identifier	The unique batch identifier for this trade product instance.	0	1
BBIE	Trade_ Product Instance. Kanban_ Identification. Identifier	The unique kanban identifier for this trade product instance.	0	1
BBIE	Trade_ Product Instance. Supplier Assigned Serial_ Identification. Identifier	The unique supplier assigned serial identifier for this trade product instance.	0	1
BBIE	Trade_ Product Instance. Best Before. Date Time	The date, time, date time, or other date time value before which it is best to consume the items contained in this trade product instance.	0	1
BBIE	Trade_ Product Instance. Expiry. Date Time	The date, time, date time, or other date time value of expiry of the items contained in the trade product instance.	0	1
BBIE	Trade_ Product Instance. Sell By. Date Time	The date, time, date time, or other date time value by after which the items contained in the trade product instance should not be sold.	0	1
BBIE	Trade_ Product Instance. Serial_ Identification. Identifier	A unique serial identifier for this trade product instance.	0	unbounded
BBIE	Trade_ Product Instance. Registration_ Identification. Identifier	A unique registration identifier, such as a vehicle licence plate identification, for this trade product instance.	0	unbounded
ASBIE	Trade_ Product Instance. Production. Supply Chain_ Event	The production event for this trade product instance.	0	1
ASBIE	Trade_ Product Instance. Packaging. Supply Chain_ Event	The packaging event for this trade product instance.	0	1
ASBIE	Trade_ Product Instance. Applicable. Material_ Goods Characteristic	A distinguishing material feature applicable to this trade product instance.	0	unbounded
ASBIE	Trade_ Product Instance. Applicable. Product_ Characteristic	A product characteristic applicable to this trade product instance.	0	unbounded
ABIE	Trade_ Product. Details	Any tangible output or service produced by human or mechanical effort or by a natural process for trade purposes.		
BBIE	Trade_ Product. Identification. Identifier	A unique identifier for this trade product.	0	1
BBIE	Trade_ Product. Global_ Identification. Identifier	A unique global identifier for this trade product.	0	1
BBIE	Trade_ Product. Seller Assigned_ Identification. Identifier	The unique seller assigned identifier for this trade product.	0	1
BBIE	Trade_ Product. Buyer Assigned_ Identification. Identifier	The unique buyer assigned identifier for this trade product.	0	1
BBIE	Trade_ Product. Manufacturer Assigned_ Identification. Identifier	A unique manufacturer assigned identifier for this trade product.	0	1
BBIE	Trade_ Product. Name. Text	A name, expressed as text, for this trade product.	0	unbounded
BBIE	Trade_ Product. Trade_ Name. Text	A trade name, expressed as text, for this trade product.	0	1
BBIE	Trade_ Product. Description. Text	A textual description for this trade product.	0	1
BBIE	Trade_ Product. Type. Code	A code specifying the type of trade product.	0	1
BBIE	Trade_ Product. Net Weight. Measure	A measure of the net weight (mass) of this trade product.	0	1
BBIE	Trade_ Product. Gross Weight. Measure	A measure of the gross weight (mass) of this trade product.	0	1		
BBIE	Trade_ Product. Product Group. Identifier	A unique identifier for a product group for this trade product.	0	unbounded
BBIE	Trade_ Product. End Item_ Type. Code	A code specifying a type of end item for this trade product.	0	unbounded
BBIE	Trade_ Product. End Item_ Name. Text	An end item name, expressed as text, for this trade product.	0	unbounded
BBIE	Trade_ Product. Area Density. Measure	The measure of the area density, such as paper density 100 gsm, of this trade product.	0	1
BBIE	Trade_ Product. Use_ Description. Text	A textual description of a use of this trade product.	0	unbounded
BBIE	Trade_ Product. Brand_ Name. Text	The brand name, expressed as text, for this trade product.	0	1
BBIE	Trade_ Product. Sub-Brand_ Name. Text	The sub-brand name, expressed as text, for this trade product.	0	1
BBIE	Trade_ Product. Drained_ Net Weight. Measure	The measure of the drained net weight (mass) of this trade product.	0	1
BBIE	Trade_ Product. Variable Measure. Indicator	The indication of whether or not instances of this trade product have a variable measure, such as weight, length or volume.	0	1
BBIE	Trade_ Product. Colour. Code	The code specifying the colour for this trade product.	0	1
BBIE	Trade_ Product. Colour_ Description. Text	A textual description of the colour of this trade product.	0	unbounded
BBIE	Trade_ Product. Designation. Text	A designation, expressed as text, for this trade product.	0	unbounded
BBIE	Trade_ Product. Formatted Cancellation_ Announced Launch. Date Time	The formatted date, time, date time, or other date time value of the cancellation of the announced launch of this trade product.	0	1
BBIE	Trade_ Product. Formatted Latest_ Product Data Change. Date Time	The formatted date, time, date time, or other date time value of the latest change in the product data for this trade product.	0	1
ASBIE	Trade_ Product. Applicable. Product_ Characteristic	A characteristic applicable to this trade product.	0	unbounded
ASBIE	Trade_ Product. Applicable. Material_ Goods Characteristic	A material goods characteristic applicable to this trade product.	0	unbounded
ASBIE	Trade_ Product. Designated. Product_ Classification	A product classification designated for this trade product.	0	unbounded
ASBIE	Trade_ Product. Individual. Trade_ Product Instance	An individual instance of this trade product.	0	unbounded
ASBIE	Trade_ Product. Certification Evidence_ Reference. Referenced_ Document	A referenced certification evidence document for this trade product.	0	unbounded
ASBIE	Trade_ Product. Inspection_ Reference. Referenced_ Document	A referenced inspection document for this trade product.	0	unbounded
ASBIE	Trade_ Product. Origin. Trade_ Country	A country of origin for this trade product.	0	1
ASBIE	Trade_ Product. Linear. Spatial_ Dimension	Linear spatial dimensions of this trade product.	0	1
ASBIE	Trade_ Product. Minimum_ Linear. Spatial_ Dimension	Minimum linear spatial dimensions of this trade product.	0	1
ASBIE	Trade_ Product. Maximum_ Linear. Spatial_ Dimension	Maximum linear spatial dimensions of this trade product.	0	1
ASBIE	Trade_ Product. Manufacturer. Trade_ Party	A manufacturer party for this trade product.	0	1
ASBIE	Trade_ Product. Presentation. Specified_ Binary File	A binary file presentation specified for this trade product.	0	unbounded
ASBIE	Trade_ Product. MSDS_ Reference. Referenced_ Document	A Material Safety Data Sheet (MSDS) document referenced for this product.	0	1
ASBIE	Trade_ Product. Additional_ Reference. Referenced_ Document	An additional referenced document for this trade product, such as a manual or a certificate.	0	unbounded
ASBIE	Trade_ Product. Legal Rights Owner. Trade_ Party	The party that owns the legal rights for this trade product.	0	1
ASBIE	Trade_ Product. Brand Owner. Trade_ Party	The party that owns the brand of this trade product.	0	1
ASBIE	Trade_ Product. Included. Referenced_ Product	An included product referenced from this trade product.	0	unbounded
ASBIE	Trade_ Product. Information. Note	An information note for this trade product.	0	unbounded
ABIE	Trade_ Tax. Details	A trade related fiscal levy or duty.		
BBIE	Trade_ Tax. Calculated. Amount	A monetary value resulting from the calculation of this trade related tax, levy or duty.	0	unbounded
BBIE	Trade_ Tax. Type. Code	The code specifying the type of trade related tax, levy or duty, such as a code for a Value Added Tax (VAT) [Reference United Nations Code List (UNCL) 5153].	0	1
BBIE	Trade_ Tax. Exemption Reason. Text	The reason, expressed as text, for exemption from this trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Calculated. Rate	The rate used to calculate the amount of this trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Calculation Sequence. Numeric	A numeric expression of the sequence in which this trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".	0	1
BBIE	Trade_ Tax. Basis. Quantity	The quantity used as the basis for calculating the amount of this trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Basis. Amount	A monetary value used as the basis on which this trade related tax, levy or duty is calculated.	0	unbounded
BBIE	Trade_ Tax. Unit_ Basis. Amount	A monetary value that constitutes the per unit basis on which this trade related tax, levy or duty is calculated.	0	unbounded
BBIE	Trade_ Tax. Line Total_ Basis. Amount	A monetary value used as the line total basis on which this trade related tax, levy or duty is calculated.	0	unbounded
BBIE	Trade_ Tax. Allowance Charge_ Basis. Amount	A monetary value used as the allowance and charge basis on which this trade related tax, levy or duty is calculated.	0	unbounded
BBIE	Trade_ Tax. Category. Code	The code specifying the category to which this trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" [Reference United Nations Code List (UNCL) 5305].	0	1
BBIE	Trade_ Tax. Currency. Code	The code specifying the currency for this trade related tax, levy or duty [UNCL 6345].	0	1
BBIE	Trade_ Tax. Jurisdiction. Text	A jurisdiction, expressed as text, to which this trade related tax, levy or duty applies.	0	unbounded
BBIE	Trade_ Tax. Customs Duty. Indicator	The indication of whether or not this trade related tax, levy or duty is a customs duty.	0	1
BBIE	Trade_ Tax. Exemption Reason. Code	A code specifying a reason for exemption from this trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Tax Basis Allowance. Rate	The rate of the tax basis allowance (deduction or discount) used to calculate the trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Tax Point. Date	The date of the tax point when this trade related tax, levy or duty becomes applicable.	0	1
BBIE	Trade_ Tax. Type. Text	The type, expressed as text, of this trade related tax, levy or duty.	0	1
BBIE	Trade_ Tax. Information. Amount	A monetary value of an amount being reported for information for this trade related tax, levy or duty.	0	unbounded
BBIE	Trade_ Tax. Category Name. Text	A category name, expressed as text, of this trade related tax, levy or duty.	0	unbounded
BBIE	Trade_ Tax. Due Date Type. Code	The code specifying a type of due date for this trade tax.	0	1
BBIE	Trade_ Tax. Rate_ Applicable. Percent	The applicable rate, expressed as a percentage, for this trade tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Specified. Trade_ Accounting Account	A specified accounting account for this trade related tax, levy or duty.	0	unbounded
ASBIE	Trade_ Tax. Service Supply. Trade_ Country	The country or country sub- division where a service was supplied for this trade tax.	0	1
ASBIE	Trade_ Tax. Buyer Repayable Tax_ Specified. Trade_ Accounting Account	The buyer repayable tax specified accounting account for this trade related tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Seller Payable Tax_ Specified. Trade_ Accounting Account	The seller payable tax specified accounting account for this trade related tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Seller Refundable Tax_ Specified. Trade_ Accounting Account	The seller refundable tax specified accounting account for this trade related tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Buyer Deductible Tax_ Specified. Trade_ Accounting Account	The buyer deductible tax specified accounting account for this trade related tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Buyer Non- Deductible Tax_ Specified. Trade_ Accounting Account	The buyer non-deductible tax specified accounting account for this trade related tax, levy or duty.	0	1
ASBIE	Trade_ Tax. Place_ Applicable. Trade_ Location	A location where this trade tax is applicable.	0	unbounded
ABIE	Transport_ Cargo. Details	Information about goods being transported identifying their nature for customs, statistical or transport purposes.		
BBIE	Transport_ Cargo. Type. Code	The code, such as UNECE Recommendation 21 single digit codes, specifying the type of transported cargo.	0	1
BBIE	Transport_ Cargo. Identification. Text	The identification, expressed as text, of this transport cargo that is sufficient to identify it for customs, statistical or transport purposes.	0	1
BBIE	Transport_ Cargo. Operational Category. Code	The code specifying the operational category for this transport cargo, such as obnoxious or military.	0	1
BBIE	Transport_ Cargo. Statistical Classification. Code	The code specifying a statistical classification for this transport cargo.	0	1
ABIE	Universal_ Communication. Details	The exchange of thoughts, messages, or information, as universally exchanged by speech, signals, writing, or behaviour between persons and/or organizations.		
BBIE	Universal_ Communication. URI. Identifier	The Uniform Resource Identifier (URI), such as a web or an email address, for this universal communication.	0	1
BBIE	Universal_ Communication. Channel. Code	The code specifying the channel or manner in which a universal communication can be made, such as telephone or email.	0	1
