level	ref	datatype	occurrence	XPath
159160	5	cbc:PlotIdentification	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:PlotIdentification
159170	5	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:CitySubdivisionName
159180	5	cbc:CityName	Name	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:CityName
159190	5	cbc:PostalZone	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:PostalZone
159200	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:CountrySubentity
159210	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:CountrySubentityCode
159220	5	cbc:Region	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:Region
159230	5	cbc:District	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:District
159240	5	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cbc:TimezoneOffset
159250	5	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cac:AddressLine
159260	5	cac:Country	CountryType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cac:Country
159270	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchAddress/cac:LocationCoordinate
159280	4	cac:DespatchLocation	LocationType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation
159290	5	cbc:ID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:ID
159300	5	cbc:Description	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:Description
159310	5	cbc:Conditions	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:Conditions
159320	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:CountrySubentity
159330	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:CountrySubentityCode
159340	5	cbc:LocationTypeCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:LocationTypeCode
159350	5	cbc:InformationURI	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:InformationURI
159360	5	cbc:Name	Name	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cbc:Name
159370	5	cac:ValidityPeriod	PeriodType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cac:ValidityPeriod
159380	5	cac:Address	AddressType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cac:Address
159390	5	cac:SubsidiaryLocation	LocationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cac:SubsidiaryLocation
159400	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchLocation/cac:LocationCoordinate
159410	4	cac:DespatchParty	PartyType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty
159420	5	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:MarkCareIndicator
159430	5	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:MarkAttentionIndicator
159440	5	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:WebsiteURI
159450	5	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:LogoReferenceID
159460	5	cbc:EndpointID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:EndpointID
159470	5	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cbc:IndustryClassificationCode
159480	5	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PartyIdentification
159490	5	cac:PartyName	PartyNameType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PartyName
159500	5	cac:Language	LanguageType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:Language
159510	5	cac:PostalAddress	AddressType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PostalAddress
159520	5	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PhysicalLocation
159530	5	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PartyTaxScheme
159540	5	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PartyLegalEntity
159550	5	cac:Contact	ContactType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:Contact
159560	5	cac:Person	PersonType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:Person
159570	5	cac:AgentParty	PartyType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:AgentParty
159580	5	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:ServiceProviderParty
159590	5	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:PowerOfAttorney
159600	5	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:DespatchParty/cac:FinancialAccount
159610	4	cac:CarrierParty	PartyType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty
159620	5	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:MarkCareIndicator
159630	5	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:MarkAttentionIndicator
159640	5	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:WebsiteURI
159650	5	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:LogoReferenceID
159660	5	cbc:EndpointID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:EndpointID
159670	5	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cbc:IndustryClassificationCode
159680	5	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PartyIdentification
159690	5	cac:PartyName	PartyNameType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PartyName
159700	5	cac:Language	LanguageType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:Language
159710	5	cac:PostalAddress	AddressType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PostalAddress
159720	5	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PhysicalLocation
159730	5	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PartyTaxScheme
159740	5	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PartyLegalEntity
159750	5	cac:Contact	ContactType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:Contact
159760	5	cac:Person	PersonType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:Person
159770	5	cac:AgentParty	PartyType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:AgentParty
159780	5	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:ServiceProviderParty
159790	5	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:PowerOfAttorney
159800	5	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:CarrierParty/cac:FinancialAccount
159810	4	cac:NotifyParty	PartyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty
159820	5	cbc:MarkCareIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:MarkCareIndicator
159830	5	cbc:MarkAttentionIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:MarkAttentionIndicator
159840	5	cbc:WebsiteURI	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:WebsiteURI
159850	5	cbc:LogoReferenceID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:LogoReferenceID
159860	5	cbc:EndpointID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:EndpointID
159870	5	cbc:IndustryClassificationCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cbc:IndustryClassificationCode
159880	5	cac:PartyIdentification	PartyIdentificationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PartyIdentification
159890	5	cac:PartyName	PartyNameType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PartyName
159900	5	cac:Language	LanguageType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:Language
159910	5	cac:PostalAddress	AddressType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PostalAddress
159920	5	cac:PhysicalLocation	LocationType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PhysicalLocation
159930	5	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PartyTaxScheme
159940	5	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PartyLegalEntity
159950	5	cac:Contact	ContactType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:Contact
159960	5	cac:Person	PersonType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:Person
159970	5	cac:AgentParty	PartyType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:AgentParty
159980	5	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:ServiceProviderParty
159990	5	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:PowerOfAttorney
160000	5	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:NotifyParty/cac:FinancialAccount
160010	4	cac:Contact	ContactType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact
160020	5	cbc:ID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:ID
160030	5	cbc:Name	Name	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:Name
160040	5	cbc:Telephone	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:Telephone
160050	5	cbc:Telefax	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:Telefax
160060	5	cbc:ElectronicMail	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:ElectronicMail
160070	5	cbc:Note	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cbc:Note
160080	5	cac:OtherCommunication	CommunicationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:Contact/cac:OtherCommunication
160090	4	cac:EstimatedDespatchPeriod	PeriodType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod
160100	5	cbc:StartDate	Date	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:StartDate
160110	5	cbc:StartTime	Time	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:StartTime
160120	5	cbc:EndDate	Date	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:EndDate
160130	5	cbc:EndTime	Time	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:EndTime
160140	5	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:DurationMeasure
160150	5	cbc:DescriptionCode	Code	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:DescriptionCode
160160	5	cbc:Description	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:EstimatedDespatchPeriod/cbc:Description
160170	4	cac:RequestedDespatchPeriod	PeriodType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod
160180	5	cbc:StartDate	Date	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:StartDate
160190	5	cbc:StartTime	Time	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:StartTime
160200	5	cbc:EndDate	Date	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:EndDate
160210	5	cbc:EndTime	Time	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:EndTime
160220	5	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:DurationMeasure
160230	5	cbc:DescriptionCode	Code	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:DescriptionCode
160240	5	cbc:Description	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Despatch/cac:RequestedDespatchPeriod/cbc:Description
160250	3	cac:DeliveryTerms	DeliveryTermsType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms
160260	4	cbc:ID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cbc:ID
160270	4	cbc:SpecialTerms	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cbc:SpecialTerms
160280	4	cbc:LossRiskResponsibilityCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cbc:LossRiskResponsibilityCode
160290	4	cbc:LossRisk	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cbc:LossRisk
160300	4	cbc:Amount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cbc:Amount
160310	4	cac:DeliveryLocation	LocationType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation
160320	5	cbc:ID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:ID
160330	5	cbc:Description	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:Description
160340	5	cbc:Conditions	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:Conditions
160350	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:CountrySubentity
160360	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:CountrySubentityCode
160370	5	cbc:LocationTypeCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:LocationTypeCode
160380	5	cbc:InformationURI	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:InformationURI
160390	5	cbc:Name	Name	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cbc:Name
160400	5	cac:ValidityPeriod	PeriodType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cac:ValidityPeriod
160410	5	cac:Address	AddressType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cac:Address
160420	5	cac:SubsidiaryLocation	LocationType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cac:SubsidiaryLocation
160430	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:DeliveryLocation/cac:LocationCoordinate
160440	4	cac:AllowanceCharge	AllowanceChargeType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge
160450	5	cbc:ID	Identifier	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:ID
160460	5	cbc:ChargeIndicator	Indicator	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:ChargeIndicator
160470	5	cbc:AllowanceChargeReasonCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode
160480	5	cbc:AllowanceChargeReason	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:AllowanceChargeReason
160490	5	cbc:MultiplierFactorNumeric	Numeric	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:MultiplierFactorNumeric
160500	5	cbc:PrepaidIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:PrepaidIndicator
160510	5	cbc:SequenceNumeric	Numeric	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:SequenceNumeric
160520	5	cbc:Amount	Amount	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:Amount
160530	5	cbc:BaseAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:BaseAmount
160540	5	cbc:AccountingCostCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:AccountingCostCode
160550	5	cbc:AccountingCost	Text	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:AccountingCost
160560	5	cbc:PerUnitAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cbc:PerUnitAmount
160570	5	cac:TaxCategory	TaxCategoryType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:TaxCategory
160580	5	cac:TaxTotal	TaxTotalType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:TaxTotal
160590	5	cac:PaymentMeans	PaymentMeansType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:DeliveryTerms/cac:AllowanceCharge/cac:PaymentMeans
160600	3	cac:MinimumDeliveryUnit	DeliveryUnitType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MinimumDeliveryUnit
160610	4	cbc:BatchQuantity	Quantity	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MinimumDeliveryUnit/cbc:BatchQuantity
160620	4	cbc:ConsumerUnitQuantity	Quantity	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MinimumDeliveryUnit/cbc:ConsumerUnitQuantity
160630	4	cbc:HazardousRiskIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MinimumDeliveryUnit/cbc:HazardousRiskIndicator
160640	3	cac:MaximumDeliveryUnit	DeliveryUnitType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MaximumDeliveryUnit
160650	4	cbc:BatchQuantity	Quantity	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MaximumDeliveryUnit/cbc:BatchQuantity
160660	4	cbc:ConsumerUnitQuantity	Quantity	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MaximumDeliveryUnit/cbc:ConsumerUnitQuantity
160670	4	cbc:HazardousRiskIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:MaximumDeliveryUnit/cbc:HazardousRiskIndicator
160680	3	cac:Shipment	ShipmentType	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment
160690	4	cbc:ID	Identifier	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:ID
160700	4	cbc:ShippingPriorityLevelCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:ShippingPriorityLevelCode
160710	4	cbc:HandlingCode	Code	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:HandlingCode
160720	4	cbc:HandlingInstructions	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:HandlingInstructions
160730	4	cbc:Information	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:Information
160740	4	cbc:GrossWeightMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:GrossWeightMeasure
160750	4	cbc:NetWeightMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:NetWeightMeasure
160760	4	cbc:NetNetWeightMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:NetNetWeightMeasure
160770	4	cbc:GrossVolumeMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:GrossVolumeMeasure
160780	4	cbc:NetVolumeMeasure	Measure	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:NetVolumeMeasure
160790	4	cbc:TotalGoodsItemQuantity	Quantity	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:TotalGoodsItemQuantity
160800	4	cbc:TotalTransportHandlingUnitQuantity	Quantity	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:TotalTransportHandlingUnitQuantity
160810	4	cbc:InsuranceValueAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:InsuranceValueAmount
160820	4	cbc:DeclaredCustomsValueAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:DeclaredCustomsValueAmount
160830	4	cbc:DeclaredForCarriageValueAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:DeclaredForCarriageValueAmount
160840	4	cbc:DeclaredStatisticsValueAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:DeclaredStatisticsValueAmount
160850	4	cbc:FreeOnBoardValueAmount	Amount	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:FreeOnBoardValueAmount
160860	4	cbc:SpecialInstructions	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:SpecialInstructions
160870	4	cbc:DeliveryInstructions	Text	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:DeliveryInstructions
160880	4	cbc:SplitConsignmentIndicator	Indicator	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:SplitConsignmentIndicator
160890	4	cbc:ConsignmentQuantity	Quantity	0..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cbc:ConsignmentQuantity
160900	4	cac:Consignment	ConsignmentType	0..n	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cac:Consignment
160910	5	cbc:ID	Identifier	1..1	/Invoice/cac:InvoiceLine/cac:Delivery/cac:Shipment/cac:Consignment/cbc:ID
