SemSort	BT_ID	PINT_ID	Level	BusinessTerm	ビジネス用語名	Definition	説明	Explanation	追加説明	Example	Card	DataType	Section	Extension	SynSort	XPath	Attributes	Rules	DataType	Cardinality	Alignment
2670	IBT-128	ibt-128	2	Invoice line object identifier	請求書明細行オブジェクトID	"An identifier for an object on which the invoice line is based	 given by the Seller."	売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。				0..1	Identifier	Shared		3280	/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID	with cbc:DocumentTypeCode='130'	ibr-cl-07	IdentifierType	1..1	CAR-1
2680	IBT-128	ibt-128-1	3	Scheme identifier	スキーマID	"If it may be not clear for the receiver what scheme is used for the identifier	 a conditional scheme identifier should be used that shall be chosen from the UNTDID 1153 code list [6] entries."	受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list [6] から選択した、スキーマIDを使用しなければならない。				0..1	Scheme	Shared		3290	/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID/@schemeID					
2685	IBT-128	ibt-128-2	3	Document type code	文書タイプコード	With summarized invoice specifies originating delivery document and this field specifies referenced invoice type code such as 383.	参照先の383などの文書タイプコード				0..1	Code	Aligned	Proposed by JP	3292	/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentTypeCode			CodeType	0..1	
2690	IBT-129	ibt-129	2	Invoiced quantity	請求される数量	The quantity of items (goods or services) that is charged in the Invoice line.	請求書明細行で請求する品目(商品やサービス)の数量。	"In the numerical representation	 for data type quantity	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードがDZNであれば、数量は、10\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードがEAであれば、ibt-149 品目単価基準数量が12で、数量は、120\nいづれの場合も価格単価は、一箱の価格。\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。	1000	1..1	Quantity	Shared		3210	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity		ibr-22	QuantityType	0..1	CAR-2
2700	IBT-130	ibt-130	2	Invoiced quantity unit of measure code	請求される数量の数量単位コード	The unit of measure that applies to the invoiced quantity.	請求数量に適用する数量単位コード。		"数量単位は	 UN/ECE勧告のリストから選択しなければならない。\n勧告第 20 号： 国際取引に用いられる単位のコード および 勧告第 21 号： 乗客、貨物種類、梱包、梱包材コードに記載された方法を適用する。ほとんどの場合、買い手と売り手がソフトウェアにこれらのリストを完全に実装する必要はない。売り手は、自社の商品やサービスに必要な単位をサポートするだけでよいし、買い手は、請求書で使用されている単位が他の文書で使用されている単位と等しいことを確認するだけで済みます(契約書、カタログ、注文書、および出荷案内書など)。\n金額は消費税を除いた金額で、明細行の控除（返還請求）、追加請求、およびその他の関連税金が含まれる。\n【例】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードは、DZN"	EA	1..1	Code	Shared		3220	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode		"ibr-23	ibr-cl-23"			
2710	IBT-131	ibt-131	2	Invoice line net amount 	値引/割引後請求書明細行金額(税抜き)	The total amount of the Invoice line.	値引/割引後の請求書明細行の合計金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	ibt−131 = ibt-146 品目単価(値引/割引後)(税抜き) × (ibt-129 請求される数量 ÷ ibt-149 品目単価基準数量 + ibt-141 請求書明細行の追加請求金額(税抜き) − ibt-136 請求書明細行の返還請求金額(税抜き)\n欧州規格では、消費税課税対象金額(税抜き)は小数点以下第2位に四捨五入する必要があるため、計算のさまざまな部分を個別に四捨五入する必要があることに注意。ibt-131 値引/割引後請求書明細行金額 = (ibt-146 品目単価(値引/割引後)(税抜き) ÷ ibt-149 品目単価基準数量 × ibt-129 請求される数量 の結果は、小数点以下第2位に四捨五入する必要がある。請求書明細行の追加請求金額(税抜き) 及び請求書明細行の追加請求金額(税抜き)も個別に四捨五入される。\n数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	30000	1..1	Amount	Shared		3230	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount		"ibr-24	ibr-co-10	ibr-co-13"	AmountType	1..1	
2720	IBT-132	ibt-132	2	Referenced purchase order line reference	購買発注明細行参照	"An identifier for a referenced line within a purchase order	 issued by the Buyer."	買い手が発番した発注書内の明細行を参照するためのID。		BT-132 Referenced purchase order line referenceのDatatypeは、Document referenceなので、この項目だけでどの文書の明細行か識別可能と思われる。単なる行の順序番号でなく上記のibt-291（参照）発注書番号と行番号を組み合わせた参照IDではないか。		0..1	Document Reference	Shared		3260	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID			IdentifierType	1..1	CAR-1
2721	IBT-183	ibt-183	2	Order reference	受注参照	"An identifier for a referenced purchase order	 issued by the Buyer."	買い手が発番した発注番号を参照するためのID。				0..1	Document Reference	Aligned	Added	3261	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID			IdentifierType	1..1	CAR-1
2722	IBT-184	ibt-184	2	Despatch advice reference	出荷案内書(納品書)参照	An identifier for a referenced despatch advice.	この請求書が参照する出荷案内書（納品書）のID。				0..1	Document Reference	Aligned	Added	3265	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID			IdentifierType	1..1	CAR-1
2730	IBT-133	ibt-133	2	Invoice line Buyer accounting reference	請求書明細行買い手会計参照	A textual value that specifies where to book the relevant data into the Buyer's financial accounts.	請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。必要に応じて、請求書を発するときに、この参照情報を買い手が売り手に提供する。				0..1	Text	Shared		3240	/Invoice/cac:InvoiceLine/cbc:AccountingCost			TextType	0..1	
2740	IBG-26	ibg-26	2	INVOICE LINE PERIOD	請求書明細行の期間	A group of business terms providing information about the period relevant for the Invoice line.	請求書明細行に関連する期間に関する情報				0..1	Group			3242	/Invoice/cac:InvoiceLine/cac:InvoicePeriod		ibr-co-20	PeriodType	0..n	CAR-3
2750	IBT-134	ibt-134	3	Invoice line period start date	請求書明細行の期間開始日	The date when the Invoice period for this Invoice line starts. 	請求書明細行の請求期間が開始する日付	The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. 	日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。		0..1	Date	Shared		3244	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate		"ibr-30	ibr-co-20"	DateType	0..1	
2760	IBT-135	ibt-135	3	Invoice line period end date	請求書明細行の期間終了日	The date when the Invoice period for this Invoice line ends. 	請求書明細行の請求期間が終了する日付	The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. 	日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。		0..1	Date	Shared		3246	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate		"ibr-30	ibr-co-20"	DateType	0..1	
2770	IBG-27	ibg-27	2	INVOICE LINE ALLOWANCES	請求書明細行の返還請求	A group of business terms providing information about allowances applicable to the individual Invoice line.	請求書明細行に適用可能な控除（返還請求）に関する情報。				0..n	Group			3330	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]		"ibr-41	ibr-42"	AllowanceChargeType	0..n	
2775		ibt-136a	3	Charge indicator							1..1	Indicator	Shared		3340	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator	UBL qualifier = false		IndicatorType	1..1	
2780	IBT-136	ibt-136	3	Invoice line allowance amount	請求書明細行の返還請求金額(税抜き)	"The amount of an allowance	 without TAX."	返還請求金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		1..1	Amount	Shared		3390	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount		ibr-41	AmountType	1..1	
2790	IBT-137	ibt-137	3	Invoice line allowance base amount	請求書明細行の返還請求金額の基準金額	"The base amount that may be used	 in conjunction with the Invoice line allowance percentage	 to calculate the Invoice line allowance amount."	請求書明細行の返還請求率を乗じて請求書明細行の返還請求金額を算出する際に使用される基準金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		3400	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			AmountType	0..1	
2800	IBT-138	ibt-138	3	Invoice line allowance percentage	請求書明細行の返還請求の率	"The percentage that may be used	 in conjunction with the Invoice line allowance base amount	 to calculate the Invoice line allowance amount."	請求書明細行の返還請求基準金額を乗じて請求書明細行の返還請求金額を算出する際に使用されるパーセント。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Percent	Shared		3370	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			NumericType	0..1	
2810	IBT-139	ibt-139	3	Invoice line allowance reason	請求書明細行の返還請求理由	"The reason for the Invoice line allowance	 expressed as text. "	請求書明細行の返還請求理由をテキストで表現。				0..1	Text	Shared		3360	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason		"ibr-42	ibr-co-07"	TextType	0..n	CAR-3
2820	IBT-140	ibt-140	3	Invoice line allowance reason code	請求書明細行の返還請求理由コード	"The reason for the Invoice line allowance	 expressed as a code."	請求書明細行の返還請求理由をコードで表現。				0..1	Code	Shared		3350	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		"ibr-42	ibr-co-07"	CodeType	0..1	
2830	IBG-28	ibg-28	2	INVOICE LINE CHARGES	請求書明細行の追加請求	A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.	請求書明細行に適用可能な追加請求や消費税以外の税金に関する情報。				0..n	Group			3410	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]		"ibr-43	ibibr-62ribr-62-44	ibr-co-23"	AllowanceChargeType	0..n	
2835		ibt-141a	3	Charge indicator							1..1	Indicator	Shared		3415	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator	UBL qualifier = true		IndicatorType	1..1	
2840	IBT-141	ibt-141	3	Invoice line charge amount	請求書明細行の追加請求金額(税抜き)	"The amount of a charge	 without TAX. "	追加請求金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		1..1	Amount	Shared		3450	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount		ibr-43	AmountType	1..1	
2850	IBT-142	ibt-142	3	Invoice line charge base amount	請求書明細行の追加請求の基準金額	"The base amount that may be used	 in conjunction with the Invoice line charge percentage	 to calculate the Invoice line charge amount."	請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	CEN/TS 16931−3−3 Table 2では、ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmountと対応。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		3460	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			AmountType	0..1	
2860	IBT-143	ibt-143	3	Invoice line charge percentage	請求書明細行の追加請求の率	"The percentage that may be used	 in conjunction with the Invoice line charge base amount	 to calculate the Invoice line charge amount."	請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Percent	Shared		3440	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			NumericType	0..1	
2870	IBT-144	ibt-144	3	Invoice line charge reason	請求書明細行の追加請求理由	"The reason for the Invoice line charge	 expressed as text. "	請求書明細行の追加請求理由をテキストで表現。				0..1	Text	Shared		3430	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason		"ibr-44	ibr-co-08	ibr-co-23"	TextType	0..n	CAR-3
2880	IBT-145	ibt-145	3	Invoice line charge reason code	請求書明細行の追加請求理由コード	"The reason for the Invoice line charge	 expressed as a code."	請求書明細行の追加請求理由をコードで表現。				0..1	Code	Shared		3420	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		"ibr-co-08	ibr-co-23"	CodeType	0..1	
2890	IBG-29	ibg-29	2	PRICE DETAILS	取引価格詳細	A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.	請求書明細行で請求される財、サービスに適用される価格に係る情報				1..1	Group			3690	/Invoice/cac:InvoiceLine/cac:Price			PriceType	0..1	CAR-2
2900	IBT-146	ibt-146	3	Item net price	品目単価(値引/割引後)(税抜き)	"The price of an item	 exclusive of TAX	 after subtracting item price discount."	値引/割引金額を差し引いた後の、消費税を除く品目単価。	"In the numerical representation	 for data type unit	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	ibt-146 = ibt-148 品目単価(値引/割引前)(税抜き) - ibt-147 品目単価値引/割引(税抜き)欧州規格は税抜き。ビジネスルールをXML Schematronで検証するときの記述を明瞭にするため税抜きと税込みを別項目として定義する。数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。	30Currency ID = JPY	1..1	Unit Price Amount	Shared		3710	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount		"ibr-26	ibr-27	ibr-cl-03"	AmountType	1..1	
2905		ibt-147a	3	Charge indicator											3745	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator	Only allowed = false		IndicatorType	1..1	
2910	IBT-147	ibt-147	3	Item price discount	品目単価値引/割引(税抜き)	The total discount subtracted from the Item gross price to calculate the Item net price.	品目単価(値引/割引後)(税抜き)を計算するために、品目単価(値引/割引前)(税抜き)から差し引かれる値引/割引。	"In the numerical representation	 for data type unit	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Unit Price Amount	Shared		3750	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			AmountType	1..1	CAR-1
2920	IBT-148	ibt-148	3	Item gross price	品目単価(値引/割引前)(税抜き)	"The unit price	 exclusive of TAX	 before subtracting Item price discount."	値引/割引(税抜き)を差し引く前の、品目単価(税抜き)。	"In the numerical representation	 for data type unit	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、データ型 Unit については、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Unit Price Amount	Shared		3760	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount		"ibr-28	ibr-cl-03"	AmountType	0..1	
2930	IBT-149	ibt-149	3	Item price base quantity	品目単価基準数量	The number of item units to which the price applies. 	単価が適用される品目単位の数。	"In the numerical representation	 for data type quantity	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがDZNであれば、ibt-149 品目単価基準数量は、1\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがEAであれば、ibt-149品目単価基準数量は、12\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。	1	0..1	Quantity	Shared		3720	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity			QuantityType	0..1	
2940	IBT-150	ibt-150	3	Item price base quantity unit of measure code	品目単価基準数量の数量単位コード	The unit of measure that applies to the Item price base quantity.	品目単価基準数量に適用される単位。		【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードは、DZN（ダース）\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、ibt-150 品目単価基準数量の数量単位コードは、EA（個）	EA	0..1	Code	Shared		3730	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode		ibr-cl-23			
2950	IBG-30	ibg-30	2	LINE TAX INFORMATION	請求書明細行税情報	A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.	請求書明細行で請求される財、サービスに適用される消費税に係る情報。				1..n	Group	Aligned	Crd from 1..1	3540	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory			TaxCategoryType	0..n	CAR-2
2960	IBT-151	ibt-151	3	Invoiced item TAX category code	請求される品目に対する課税分類コード	The TAX category code for the invoiced item.	請求される品目に対して適用される課税分類コード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. \nThe operation in Japan is as follows.\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	S	1..1	Code	Aligned		3550	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID		"jp-cl-03	jp-s-01	jp-s-02	jp-s-05	jp-s-08"	IdentifierType	0..1	CAR-2
2970	IBT-152	ibt-152	3	Invoiced item TAX rate	請求される品目に対する税率	"The TAX rate	 represented as percentage that applies to the invoiced item."	請求される品目に対して適用される税率で、パーセントで表現。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。	10	0..1	Percent	Aligned		3560	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent		"jp-s-05	jp-s-03"	PercentType	0..1	
2971	IBT-185	ibt-185	3	TAX exemption reason text	非課税理由テキスト	A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged	非課税または課税されない理由をテキストで表現。				0..1	Code	Aligned	Added	3564	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode			CodeType	0..1	
2972	IBT-186	ibt-186	3	TAX exemption reason code	非課税理由コード	A coded statement of the reason for why the line amount is exempted from TAX.	非課税または課税されない理由をコードで表現。				0..1	Text	Aligned	Added	3566	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason			TextType	0..n	CAR-3
2974	IBT-166	ibt-166	3	Unit TAX	単位税額	A TAX amount that applied to each item unit.	品目単位に適用される消費税額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Aligned	Added	3562	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount			AmountType	0..1	
2976	IBT-167	ibt-167	3	Tax Scheme	税スキーマ	A code indicating the type of tax	税の種類を示すコード。	"""VAT"" is used for Japan Consumption Tax."	日本の消費税については、VAT を使用する。		0..1	Scheme	Aligned	Added	3568	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID			IdentifierType	0..1	
2980	IBG-31	ibg-31	2	ITEM INFORMATION	品目情報	A group of business terms providing information about the goods and services invoiced.	請求される財、サービスに係る情報。				1..1	Group			3470	/Invoice/cac:InvoiceLine/cac:Item			ItemType	1..1	
2990	IBT-153	ibt-153	3	Item name 	品名	A name for an item. 	取引品目の品名。			原稿用紙（A4）	1..1	Text	Shared		3490	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name		ibr-25	NameType	0..1	CAR-2
3000	IBT-154	ibt-154	3	Item description 	品目摘要	A description for an item. 	取引品目を説明した文章。				0..n	Text	Shared		3480	/Invoice/cac:InvoiceLine/cac:Item/cbc:Description			TextType	0..n	
3010	IBT-155	ibt-155	3	Item Seller's identifier	売り手による品目ID	"An identifier	 assigned by the Seller	 for the item."	売り手が取引品目に割当てたID				0..1	Identifier	Shared		3530	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID			IdentifierType	1..1	CAR-1
3020	IBT-156	ibt-156	3	Item Buyer's identifier	買い手による品目ID	"An identifier	 assigned by the Buyer	 for the item."	買い手が取引品目に割当てたID				0..1	Identifier	Shared		3510	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID			IdentifierType	1..1	CAR-1
3030	IBT-157	ibt-157	3	Item standard identifier	品目標準ID	An item identifier based on a registered scheme.	登録されているスキーマに基づいた品目ID。				0..1	Identifier	Shared		3580	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID		"ibr-64	ibr-cl-21"	IdentifierType	1..1	CAR-1
3040	IBT-157	ibt-157-1	4	Scheme identifier	スキーマID	The identification scheme shall be identified from the entries of the list published by the ISO/IEC 6523 maintenance agency.	ISO/IEC 6523 で公開されているエントリの一覧から選択した、品目標準IDのスキーマID。				1..1	Scheme	Shared		3590	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID					
3045															3600	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification			CommodityClassificationType	0..n	
3050	IBT-158	ibt-158	3	Item classification identifier	品目分類ID	A code for classifying the item by its type or nature.	種類や性質によって品目を分類するコード。		分類コードは、さまざまな目的で類似したアイテムをグループ化できるようにするために使用。公共調達（CPV、eコマース（UNSPSC）など。		0..n	Identifier	Shared		3610	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode		"ibr-65	ibr-cl-13"	CodeType	0..1	CAR-4
3060	IBT-158	ibt-158-1	4	Scheme identifier	スキーマID	The identification scheme shall be chosen from the entries in UNTDID 7143 [6].	品目分類IDの識別スキーマID。		UNTDID 7143 [6] の中から選択しなければならない。		1..1	Scheme	Shared		3620	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID					
3070	IBT-158	ibt-158-2	4	Scheme version identifier	スキーマのバージョンID		スキーマのバージョン。				0..1	Scheme	Shared		3630	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID					
3080	IBT-159	ibt-159	3	Item country of origin	品目の原産国	The code identifying the country from which the item originates.	品目の原産国を識別するコード。				0..1	Code	Shared		3596	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode		ibr-cl-15	CodeType	0..1	
3090	IBG-32	ibg-32	3	ITEM ATTRIBUTES	品目属性	A group of business terms providing information about properties of the goods and services invoiced.	品目およびサービスのプロパティに関する情報				0..n	Group			3660	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty		ibr-54	ItemPropertyType	0..n	
3100	IBT-160	ibt-160	4	Item attribute name	品目属性名	The name of the attribute or property of the item. 	品目の属性またはプロパティの名称。	"(Example)&lt;del-&gt;Size	 Color	 &lt;/del&gt;Counting way in Japanese"	(例) &lt;del&gt;サイズ、色、&lt;/del&gt;数え方(日本語)	数量単位	1..1	Text	Shared		3670	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name		ibr-54	NameType	1..1	
3110	IBT-161	ibt-161	4	Item attribute value 	品目属性値	The value of the attribute or property of the item. 	品目の属性またはプロパティの値。	"(Example) &lt;del&gt;SML	 Red Blue Green	 &lt;/del&gt;MAI"	(例)&lt;del&gt; SML、赤青緑、&lt;/del&gt; 枚	枚	1..1	Text	Shared		3680	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value		ibr-54	TextType	0..1	CAR-2
															1421	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']		ibr-52	DocumentReferenceType	0..n	
															1170	/Invoice/cac:OrderReference			OrderReferenceType	0..1	
															1210	/Invoice/cac:BillingReference/cac:InvoiceDocumentReference			DocumentReferenceType	0..1	
															1240	/Invoice/cac:DespatchDocumentReference			DocumentReferenceType	0..n	
															1260	/Invoice/cac:ReceiptDocumentReference			DocumentReferenceType	0..n	
															1280	/Invoice/cac:OriginatorDocumentReference			DocumentReferenceType	0..n	
															1300	/Invoice/cac:ContractDocumentReference			DocumentReferenceType	0..n	
															1355	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentTypeCode			Code	0..1	
															1370	/Invoice/cac:AdditionalDocumentReference/cac:Attachment			AttachmentType	0..1	
															1410	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference			ExternalReferenceType	0..1	
															1424	/Invoice/cac:AdditionalDocumentReference[cbc:DocumentTypeCode='130']/cbc:DocumentTypeCode			Code	0..1	
															1430	/Invoice/cac:ProjectReference			ProjectReferenceType	0..n	
															1460	/Invoice/cac:AccountingSupplierParty/cac:Party			PartyType	0..1	
															1490	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification			PartyIdentificationType	0..n	
															1530	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName			PartyNameType	0..n	
															1600	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine			AddressLineType	0..n	
															1630	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country			CountryType	0..1	
															1650	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme			PartyTaxSchemeType	0..n	
															1680	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme			TaxSchemeType	1..1	
															1700	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity			PartyLegalEntityType	0..n	
															1800	/Invoice/cac:AccountingCustomerParty/cac:Party			PartyType	0..1	
															1830	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification			PartyIdentificationType	0..n	
															1860	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName			PartyNameType	0..n	
															1940	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine			AddressLineType	0..n	
