Sem Sort,ID,Level,Business term name ,日本語訳,Term semantic definition,説明,Additional explanation,追加説明,Example Value (値の例),Card.,Data Type,Section,BIS Extension,Synt Sort,UBL syntax binding Xpath,selectors,Attributes - adjustments,Codel list,Cardinality,Cardinality Alignment
2520,ibt-117,2,TAX category tax amount,課税分類毎の消費税額,The total TAX amount for a given TAX category.,課税分類毎の消費税額合計。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","jbt-117 = jbt-146 品目単価(値引/割引後)(税抜き) × jbt-119 課税分類毎の税率。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)",8770,1..1,Amount,Aligned,,3030,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount,,#N/A,,#N/A,
,,,,,,,,,,,,,,3035,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,,#N/A,ISO4217,#N/A,
,,,,,,,,,,,,,,3040,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory,,#N/A,,#N/A,
2530,ibt-118,2,TAX category code ,課税分類コード,Coded identification of a TAX category.,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,1..1,Code,Aligned,,3050,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,,#N/A,UNCL5305,#N/A,CAR-2
,,,,,,,,,,,,,,3052,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,,#N/A,,#N/A,
2561,ibt-198,2,Tax scheme,税スキーマ,"A code indicating the type of tax. The tax scheme is ""VAT"" in the EU and Japan, but ""GST"" may be used in other jurisdictions.",,,,,1..1,Code,Aligned,Added,3054,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,,#N/A,,#N/A,
2540,ibt-119,2,TAX category rate,課税分類毎の税率,"The TAX rate, represented as percentage that applies for the relevant TAX category.",課税分類毎の税額計算のための率。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)",10,0..1,Percentage,Aligned,,3060,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,,#N/A,,#N/A,
2560,ibt-121,2,TAX exemption reason code,非課税理由コード,A coded statement of the reason for why the amount is exempted from TAX.,非課税または課税されない理由をコードで表現。,,,,0..1,Code,Aligned,,3070,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,,#N/A,,#N/A,
2550,ibt-120,2,TAX exemption reason text,非課税理由テキスト,A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged,非課税または課税されない理由をテキストで表現。,,,,0..1,Text,Aligned,,3080,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,,#N/A,,#N/A,CAR-3
2562,ibg-37,1,TAX IN NATIONAL CURRENCY,会計通貨での税情報,A group of business terms providing information about TAX in accounting currency,,,,,0..n,Group,Aligned,Added for JP-PINT,3081,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()],,#N/A,,#N/A,
2563,ibt-111,2,Invoice total TAX amount in accounting currency,会計通貨での請求書消費税合計金額,The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.,売り手の国で認められた、又は要求された会計通貨での消費税合計金額。,"The currency code must be the one listed in the ISO 4217 Currency codes.In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",通貨コードは、ISO 4217 Currency codes で定められているものを使用しなければならない。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Aligned,,3082,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount,,#N/A,,#N/A,CAR-1
2564,ibg-38,2,TAX BREAKDOWN IN NATIONAL CURRENCY,会計通貨での税内訳情報,"A group of business terms providing information about TAX breakdown in accounting currency by different categories, rates and exemption reasons",,,,,1..n,Group,Aligned,Added for JP-PINT,3083,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal,,#N/A,,#N/A,
2565,ibt-190,3,TAX category TAX amount in national currency,会計通貨での課税分類毎の消費税額,The total TAX amount in accounting currency for a given TAX category.,,,,,1..1,Amount,Aligned,Added for JP-PINT,3084,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount,,#N/A,,#N/A,
,,,,,,,,,,,,,,3085,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory,,#N/A,,#N/A,
2566,ibt-192,3,TAX category code in national currency,会計通貨での課税分類コード,Coded identification of a TAX category.,,,,,1..1,Code,Aligned,Added for JP-PINT,3086,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,,#N/A,UNCL5305,#N/A,
2567,ibt-193,3,TAX category rate in national currency,会計通貨での課税分類毎の税率,"The TAX rate, represented as percentage that applies for the relevant TAX category.",,,,,0..1,Percentage,Aligned,Added for JP-PINT,3087,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,,#N/A,,#N/A,
,,,,,,,,,,,,,,3088,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,,#N/A,,#N/A,
2568,ibt-199,3,TAX scheme,税スキーマ,,,,,,1..1,Code,Aligned,Added for JP-PINT,3089,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,,#N/A,,#N/A,
2390,ibg-22,1,DOCUMENT TOTALS,請求書総合計金額,A group of business terms providing the monetary totals for the Invoice. ,請求書合計金額に係る情報。,,,,1..1,Group,,,3090,/Invoice/cac:LegalMonetaryTotal,,,,1..1,
2400,ibt-106,2,Sum of Invoice line net amount,値引後請求書明細行金額の合計,Sum of all Invoice line net amounts in the Invoice. ,値引/割引後明細行金額の合計金額。,"Since there is no business custom of cash discount in Japan, ""net amount"" is interpreted as after discount. In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",日本には現金割引の慣習がないため、値引後と解釈する。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,120000,1..1,Amount,Shared,,3100,/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,,,,0..1,CAR-2
2430,ibt-109,2,Invoice total amount without TAX,請求書合計金額(税抜き),The total amount of the Invoice without TAX.,請求書合計金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",jbt-109 = Σjbt-116 課税分類毎の課税基準額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,127700,1..1,Amount,Shared,,3110,/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,,,,0..1,CAR-2
2460,ibt-112,2,Invoice total amount with TAX,請求書合計金額(税込み),The total amount of the Invoice with tax.,請求書合計金額(税込み)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",jbt-112 = jbt-109 請求書合計金額(税抜き) + jbt-110 請求書消費税合計金額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,139670,1..1,Amount,Shared,,3120,/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,,,,0..1,CAR-2
2410,ibt-107,2,Sum of allowances on document level,ドキュメントレベルの返金の合計,Sum of all allowances on document level in the Invoice.,ドキュメントレベルの返還請求の合計。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,3130,/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,,,,0..1,
2420,ibt-108,2,Sum of charges on document level,ドキュメントレベルの追加請求の合計,Sum of all charges on document level in the Invoice.,ドキュメントレベルの追加請求の合計。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,17700,0..1,Amount,Shared,,3140,/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,,,,0..1,
2470,ibt-113,2,Paid amount ,支払済金額,The sum of amounts which have been paid in advance.,事前に支払われた金額の合計。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,3150,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,,,,0..1,
2480,ibt-114,2,Rounding amount,丸めるための金額,The amount to be added to the invoice total to round the amount to be paid.,支払金額に丸めるために請求書の合計金額に追加される金額。,"In Japan, the minimum unit of amount is YEN and SEN is not used to define the payment amount, therefore, ibt-114 Rounding amount may not be necessary. However, it is impossible to remove it because it is a necessary component in the calculation rule there since it is used in many other countries. In Japan this will always have the value zero. In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units",日本では金額単位が円で銭は通常の取引で使用しないので不要と思われるが、計算ルールで必要な要素で、他の多くの国で使われており、取り除くことはできないため、日本では常に値ゼロを入力する運用とする。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,3160,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,,,,0..1,
2490,ibt-115,2,Amount due for payment,差引請求金額,The outstanding amount that is requested to be paid.,買い手が支払を要求されている差引請求金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.In case of amount in JPY, BT-114 Rounding amount is not used, therefore, BT-115 Amount due for payment = BT-112: Invoice total amount with CT\n− BT-113: Paid amount.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。(注)日本円ではBT-114丸めるための金額は使用しないため、BT-115 差引請求金額 = BT-112: 請求書合計金額(税込み) − BT-113: 支払済金額 となる。,139670,1..1,Amount,Shared,,3170,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,,,,1..1,
2640,ibg-25,1,INVOICE LINE,請求書明細行,A group of business terms providing information on individual Invoice lines.,請求書明細行に関する情報。,,,,1..n,Group,,,3180,/Invoice/cac:InvoiceLine,,,,1..n,
2650,ibt-126,2,Invoice line identifier,請求書明細行ID,A unique identifier for the individual line within the Invoice. ,この請求書内で個々の明細行を一意に識別するためのID。,,,10,1..1,Identifier,Shared,,3190,/Invoice/cac:InvoiceLine/cbc:ID,,,,1..1,
2660,ibt-127,2,Invoice line note,請求書明細行注釈,A textual note that gives unstructured information that is relevant to the Invoice line.,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,,,,0..1,Text,Shared,,3200,/Invoice/cac:InvoiceLine/cbc:Note,,,,0..n,CAR-3
2690,ibt-129,2,Invoiced quantity,請求される数量,The quantity of items (goods or services) that is charged in the Invoice line.,請求書明細行で請求する品目(商品やサービス)の数量。,"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units.",【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがDZNであれば、数量は、10\n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがEAであれば、jbt-149 品目単価基準数量が12で、数量は、120\nいづれの場合も価格単価は、一箱の価格。\n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。,1000,1..1,Quantity,Shared,,3210,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,,,,0..1,CAR-2
2700,ibt-130,2,Invoiced quantity unit of measure code,請求される数量の数量単位コード,The unit of measure that applies to the invoiced quantity.,請求数量に適用する数量単位コード。,,"数量単位は, UN/ECE勧告のリストから選択しなければならない。\n勧告第 20 号： 国際取引に用いられる単位のコード および 勧告第 21 号： 乗客、貨物種類、梱包、梱包材コードに記載された方法を適用する。ほとんどの場合、買い手と売り手がソフトウェアにこれらのリストを完全に実装する必要はない。売り手は、自社の商品やサービスに必要な単位をサポートするだけでよいし、買い手は、請求書で使用されている単位が他の文書で使用されている単位と等しいことを確認するだけで済みます(契約書、カタログ、注文書、および出荷案内書など)。\n金額は消費税を除いた金額で、明細行の控除（返還請求）、追加請求、およびその他の関連税金が含まれる。\n【例】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードは、DZN",EA,1..1,Code,Shared,,3220,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,,,UNECERec20,-,
2710,ibt-131,2,Invoice line net amount ,値引後請求書明細行金額(税抜き),The total amount of the Invoice line.,値引/割引後の請求書明細行の合計金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",jbt−131 = jbt-146 品目単価(値引/割引後)(税抜き) × (jbt-129 請求される数量 ÷ jbt-149 品目単価基準数量 + jbt-141 請求書明細行の追加請求金額(税抜き) − jbt-136 請求書明細行の返還請求金額(税抜き)\n欧州規格では、消費税課税対象金額(税抜き)は小数点以下第2位に四捨五入する必要があるため、計算のさまざまな部分を個別に四捨五入する必要があることに注意。jbt-131 値引/割引後請求書明細行金額 = (jbt-146 品目単価(値引/割引後)(税抜き) ÷ jbt-149 品目単価基準数量 × jbt-129 請求される数量 の結果は、小数点以下第2位に四捨五入する必要がある。請求書明細行の追加請求金額(税抜き) 及び請求書明細行の追加請求金額(税抜き)も個別に四捨五入される。\n数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,30000,1..1,Amount,Shared,,3230,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,,,,1..1,
2730,ibt-133,2,Invoice line Buyer accounting reference,請求書明細行買い手会計参照,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。必要に応じて、請求書を発するときに、この参照情報を買い手が売り手に提供する。,,,,0..1,Text,Shared,,3240,/Invoice/cac:InvoiceLine/cbc:AccountingCost,,,,0..1,
2740,ibg-26,2,INVOICE LINE PERIOD,請求書明細行の期間,A group of business terms providing information about the period relevant for the Invoice line.,請求書明細行に関連する期間に関する情報,"To present ""date of the transfer of taxable assets, etc"", in case that ""date of the transfer of taxable assets, etc"" is a single date,  ibt-007 tax point date can be used. In case that ""date of the transfer of taxable assets, etc"" is a period, ibg-14 INVOICING PERIOD on document level can be used. ibg-14 defines period during which the goods or services that are invoiced were provided. The main use case is for metered service. As example online data consumption or utililities but it can also be used for goods delivered during a period, as is the case for the summarized invoice. In the same way IBG-26 INVOICE LINE PERIOD on line level can be used when there are different dates for each line.",課税資産の譲渡等の日を表すために、課税資産の譲渡等の日が単一の日付の場合は、ibt-007 課税基準日の日付を使用できる。課税資産の譲渡等の日が期間の場合、ドキュメントレベルの IBG-14 請求期間を使用できる。IBG-14は、請求される商品またはサービスが提供された期間を定義している。主な使用例は、従量制サービスであり、 例としてはオンラインデータの消費あるいは電気ガス水道といった公益料金であるが、合算請求書のケースのように、期間中に提供された商品の場合にも使用できる。同様に、各行ごとに課税資産の譲渡等の日が異なる場合、請求書明細行レベルのIBG-26 請求書明細行の期間を使用できる。,,0..1,Group,,,3242,/Invoice/cac:InvoiceLine/cac:InvoicePeriod,,,,0..n,CAR-3
2750,ibt-134,3,Invoice line period start date,請求書明細行の期間開始日,The date when the Invoice period for this Invoice line starts. ,請求書明細行の請求期間が開始する日付,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,0..1,Date,Shared,,3244,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,,,,0..1,
2760,ibt-135,3,Invoice line period end date,請求書明細行の期間終了日,The date when the Invoice period for this Invoice line ends. ,請求書明細行の請求期間が終了する日付,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,0..1,Date,Shared,,3246,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,,,,0..1,
,,,,,,,,,,,,,,3250,/Invoice/cac:InvoiceLine/cac:OrderLineReference,,,,0..n,
2720,ibt-132,2,Referenced purchase order line reference,購買発注明細行参照,"An identifier for a referenced line within a purchase order, issued by the Buyer.",買い手が発番した発注書内の明細行を参照するためのID。,,BT-132 Referenced purchase order line referenceのDatatypeは、Document referenceなので、この項目だけでどの文書の明細行か識別可能と思われる。単なる行の順序番号でなく上記のjbt-291（参照）発注書番号と行番号を組み合わせた参照IDではないか。,,0..1,Document reference,Shared,,3260,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,,,,1..1,CAR-1
2721,ibt-183,2,Order reference,受注参照,"An identifier for a referenced purchase order, issued by the Buyer.",買い手が発番した発注番号を参照するためのID。,,,,0..1,Document reference,Aligned,Added,3261,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,,,,1..1,CAR-1
,,,,,,,,,,,,,,3262,/Invoice/cac:InvoiceLine/cac:DespatchLineReference,,,,0..n,
,,,,,,,,,,,,,,3263,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference,,,,0..1,
2722,ibt-184,2,Despatch advice reference,出荷案内書(納品書)参照,An identifier for a referenced despatch advice.,この請求書が参照する出荷案内書（納品書）のID。,,,,0..1,Document reference,Aligned,Added,3265,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,,,,1..1,CAR-1
2681,ibg-36,2,Invoice line document reference,明細行文書参照,A reference to a document that is relevant for the invoice line.,,,,,0..1,Document reference,Shared,Added for JP-PINT,3266,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')],with cbc:DocumentTy peCode != 130,,,0..n,
2682,ibt-188,3,Invoice line document identifier,明細行文書ID,An identifier for the referenced document.,請求書明細行が参照する文書の識別子,,,AB12345,0..1,Identifier,Shared,Added for JP-PINT,3267,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID,,with not(cbc:DocumentTypeCode = '130'),,0..1,
,,,,,,,,,,,,,,3268,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentTypeCode,,with not(cbc:DocumentTypeCode = '130'),UNCL1001,0..1,
,,,,,,,,,,,,,,3270,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130'],,,,0..n,
2670,ibt-128,2,Invoice line object identifier,請求書明細行オブジェクトID,"An identifier for an object on which the invoice line is based, given by the Seller.",売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。,,,,0..1,Identifier,Shared,,3280,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID,with cbc:DocumentTy peCode = 130,with cbc:DocumentTy peCode = '130',,1..1,CAR-1
2680,ibt-128-1,3,Scheme identifier,スキーマID,"If it may be not clear for the receiver what scheme is used for the identifier, a conditional scheme identifier should be used that shall be chosen from the UNTDID 1153 code list [6] entries.",受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list [6] から選択した、スキーマIDを使用しなければならない。,,,,0..1,Scheme identifier of Identifier,Shared,,3290,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID,,with cbc:DocumentTy peCode = '130',UNCL1153,-,
,,,,,,,,,,,,,,3292,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:DocumentTypeCode,,,,0..1,
2770,ibg-27,2,INVOICE LINE ALLOWANCES,請求書明細行の返金,A group of business terms providing information about allowances applicable to the individual Invoice line.,請求書明細行に適用可能な控除（返還請求）に関する情報。,,,,0..n,Group,,,3330,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],with cbc:ChargeIndicator = false(),,,0..n,
,,,,,,,,,,,,,,3340,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,UBL qualifier = false(),UBL qualifier = false,,1..1,
2820,ibt-140,3,Invoice line allowance reason code,請求書明細行の返金理由コード,"The reason for the Invoice line allowance, expressed as a code.",請求書明細行の返還請求理由をコードで表現。,,,,0..1,Code,Shared,,3350,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,with cbc:ChargeIndicator = false(),,UNCL5189,0..1,
2810,ibt-139,3,Invoice line allowance reason,請求書明細行の返金理由,"The reason for the Invoice line allowance, expressed as text. ",請求書明細行の返還請求理由をテキストで表現。,,,,0..1,Text,Shared,,3360,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,with cbc:ChargeIndicator = false(),,,0..n,CAR-3
2800,ibt-138,3,Invoice line allowance percentage,請求書明細行の返金の率,"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount.",請求書明細行の返還請求基準金額を乗じて請求書明細行の返還請求金額を算出する際に使用されるパーセント。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Percentage,Shared,,3370,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,with cbc:ChargeIndicator = false(),,,0..1,
2780,ibt-136,3,Invoice line allowance amount,請求書明細行の返金金額(税抜き),"The amount of an allowance, without TAX.",返還請求金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,1..1,Amount,Shared,,3390,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,with cbc:ChargeIndicator = false(),,,1..1,
2790,ibt-137,3,Invoice line allowance base amount,請求書明細行の返金金額の基準金額,"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount.",請求書明細行の返還請求率を乗じて請求書明細行の返還請求金額を算出する際に使用される基準金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,3400,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,with cbc:ChargeIndicator = false(),,,0..1,
2830,ibg-28,2,INVOICE LINE CHARGES,請求書明細行の追加請求,A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.,請求書明細行に適用可能な追加請求や消費税以外の税金に関する情報。,,,,0..n,Group,,,3410,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],with cbc:ChargeIndicator = true(),,,0..n,
,,,,,,,,,,,,,,3415,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,UBL qualifier = true(),UBL qualifier = true,,1..1,
2880,ibt-145,3,Invoice line charge reason code,請求書明細行の追加請求理由コード,"The reason for the Invoice line charge, expressed as a code.",請求書明細行の追加請求理由をコードで表現。,,,,0..1,Code,Shared,,3420,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,with cbc:ChargeIndicator = true(),,UNCL7161,0..1,
2870,ibt-144,3,Invoice line charge reason,請求書明細行の追加請求理由,"The reason for the Invoice line charge, expressed as text. ",請求書明細行の追加請求理由をテキストで表現。,,,,0..1,Text,Shared,,3430,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,with cbc:ChargeIndicator = true(),,,0..n,CAR-3
