Sort,UBL_Sort,SynSort,PINT_ID,Schematron,XPath,Level,CC,Datatype,Occurrence
6950,125330,2730,ibg-20,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],1,cac:AllowanceCharge,AllowanceChargeType,0..n
6960,125340,,,not,/Invoice/cac:AllowanceCharge/cbc:ID,2,cbc:ID,Identifier,0..1
6970,125350,,,not,/Invoice/cac:AllowanceCharge/cbc:ChargeIndicator,2,cbc:ChargeIndicator,Indicator,1..1
6980,125360,2750,ibt-098,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,2,cbc:AllowanceChargeReasonCode,Code,0..1
6990,125370,2760,ibt-097,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,2,cbc:AllowanceChargeReason,Text,0..n
7000,125380,2770,ibt-094,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,2,cbc:MultiplierFactorNumeric,Numeric,0..1
7010,125390,,,not,/Invoice/cac:AllowanceCharge/cbc:PrepaidIndicator,2,cbc:PrepaidIndicator,Indicator,0..1
7020,125400,,,not,/Invoice/cac:AllowanceCharge/cbc:SequenceNumeric,2,cbc:SequenceNumeric,Numeric,0..1
7030,125410,2780,ibt-092,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,2,cbc:Amount,Amount,1..1
7040,125420,2790,ibt-093,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,2,cbc:BaseAmount,Amount,0..1
7050,125430,,,not,/Invoice/cac:AllowanceCharge/cbc:AccountingCostCode,2,cbc:AccountingCostCode,Code,0..1
7060,125440,,,not,/Invoice/cac:AllowanceCharge/cbc:AccountingCost,2,cbc:AccountingCost,Text,0..1
7070,125450,,,not,/Invoice/cac:AllowanceCharge/cbc:PerUnitAmount,2,cbc:PerUnitAmount,Amount,0..1
7080,125460,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory,2,cac:TaxCategory,TaxCategoryType,0..n
7090,125470,2810,ibt-095,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,3,cbc:ID,Identifier,0..1
7100,125480,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:Name,3,cbc:Name,Name,0..1
7110,125490,2820,ibt-096,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,3,cbc:Percent,Percent,0..1
7120,125500,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:BaseUnitMeasure,3,cbc:BaseUnitMeasure,Measure,0..1
7130,125510,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:PerUnitAmount,3,cbc:PerUnitAmount,Amount,0..1
7140,125520,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReasonCode,3,cbc:TaxExemptionReasonCode,Code,0..1
7150,125530,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TaxExemptionReason,3,cbc:TaxExemptionReason,Text,0..n
7160,125540,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TierRange,3,cbc:TierRange,Text,0..1
7170,125550,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:TierRatePercent,3,cbc:TierRatePercent,Percent,0..1
7180,125560,,,not,/Invoice/cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme,3,cac:TaxScheme,TaxSchemeType,1..1
7190,125570,2840,ibt-096-1,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,4,cbc:ID,Identifier,0..1
7200,125890,,,not,/Invoice/cac:AllowanceCharge/cac:TaxTotal,2,cac:TaxTotal,TaxTotalType,0..1
7210,126150,,,not,/Invoice/cac:AllowanceCharge/cac:PaymentMeans,2,cac:PaymentMeans,PaymentMeansType,0..n
7220,125330,2850,ibg-21,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],1,cac:AllowanceCharge,AllowanceChargeType,0..n
7230,125360,2865,ibt-105,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,2,cbc:AllowanceChargeReasonCode,Code,0..1
7240,125370,2870,ibt-104,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,2,cbc:AllowanceChargeReason,Text,0..n
7250,125380,2880,ibt-101,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,2,cbc:MultiplierFactorNumeric,Numeric,0..1
7260,125410,2890,ibt-099,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,2,cbc:Amount,Amount,1..1
7270,125420,2900,ibt-100,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,2,cbc:BaseAmount,Amount,0..1
7280,125470,2920,ibt-102,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,3,cbc:ID,Identifier,0..1
7290,125490,2930,ibt-103,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,3,cbc:Percent,Percent,0..1
7300,125570,2960,ibt-103-1,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,4,cbc:ID,Identifier,0..1
7310,127960,,,not,/Invoice/cac:TaxExchangeRate,1,cac:TaxExchangeRate,ExchangeRateType,0..1
7320,131030,,,not,/Invoice/cac:PricingExchangeRate,1,cac:PricingExchangeRate,ExchangeRateType,0..1
7330,134100,,,not,/Invoice/cac:PaymentExchangeRate,1,cac:PaymentExchangeRate,ExchangeRateType,0..1
7340,137170,,,not,/Invoice/cac:PaymentAlternativeExchangeRate,1,cac:PaymentAlternativeExchangeRate,ExchangeRateType,0..1
7350,140240,2980,0,,/Invoice/cac:TaxTotal,1,cac:TaxTotal,TaxTotalType,0..n
7360,140250,2990,ibt-110,,/Invoice/cac:TaxTotal/cbc:TaxAmount,2,cbc:TaxAmount,Amount,1..1
7370,140260,,,not,/Invoice/cac:TaxTotal/cbc:RoundingAmount,2,cbc:RoundingAmount,Amount,0..1
7380,140270,,,not,/Invoice/cac:TaxTotal/cbc:TaxEvidenceIndicator,2,cbc:TaxEvidenceIndicator,Indicator,0..1
7390,140280,2985,ibt-200,,/Invoice/cac:TaxTotal/cbc:TaxIncludedIndicator,2,cbc:TaxIncludedIndicator,Indicator,0..1
7400,140290,3010,ibg-23,,/Invoice/cac:TaxTotal/cac:TaxSubtotal,2,cac:TaxSubtotal,TaxSubtotalType,0..n
7410,140300,3020,ibt-116,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount,3,cbc:TaxableAmount,Amount,0..1
7420,140310,3030,ibt-117,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount,3,cbc:TaxAmount,Amount,1..1
7430,140320,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:CalculationSequenceNumeric,3,cbc:CalculationSequenceNumeric,Numeric,0..1
7440,140330,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TransactionCurrencyTaxAmount,3,cbc:TransactionCurrencyTaxAmount,Amount,0..1
7450,140340,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:Percent,3,cbc:Percent,Percent,0..1
7460,140350,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:BaseUnitMeasure,3,cbc:BaseUnitMeasure,Measure,0..1
7470,140360,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:PerUnitAmount,3,cbc:PerUnitAmount,Amount,0..1
7480,140370,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TierRange,3,cbc:TierRange,Text,0..1
7490,140380,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TierRatePercent,3,cbc:TierRatePercent,Percent,0..1
7500,140390,3040,0,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory,3,cac:TaxCategory,TaxCategoryType,1..1
7510,140400,3050,ibt-118,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,4,cbc:ID,Identifier,0..1
7520,140410,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Name,4,cbc:Name,Name,0..1
7530,140420,3060,ibt-119,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,4,cbc:Percent,Percent,0..1
7540,140430,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:BaseUnitMeasure,4,cbc:BaseUnitMeasure,Measure,0..1
7550,140440,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:PerUnitAmount,4,cbc:PerUnitAmount,Amount,0..1
7560,140450,3070,ibt-121,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,4,cbc:TaxExemptionReasonCode,Code,0..1
7570,140460,3080,ibt-120,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,4,cbc:TaxExemptionReason,Text,0..n
7580,140470,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TierRange,4,cbc:TierRange,Text,0..1
7590,140480,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TierRatePercent,4,cbc:TierRatePercent,Percent,0..1
7600,140490,3052,0,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,4,cac:TaxScheme,TaxSchemeType,1..1
7610,140500,3054,ibt-118-1,,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,5,cbc:ID,Identifier,0..1
7620,140510,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:Name,5,cbc:Name,Name,0..1
7630,140520,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:TaxTypeCode,5,cbc:TaxTypeCode,Code,0..1
7640,140530,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:CurrencyCode,5,cbc:CurrencyCode,Code,0..1
7650,140540,,,not,/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cac:JurisdictionRegionAddress,5,cac:JurisdictionRegionAddress,AddressType,0..n
7660,140550,,,not,/Invoice/cac:WithholdingTaxTotal,1,cac:WithholdingTaxTotal,TaxTotalType,0..n
7670,140560,,,not,/Invoice/cac:WithholdingTaxTotal/cbc:TaxAmount,2,cbc:TaxAmount,Amount,1..1
7680,140570,,,not,/Invoice/cac:WithholdingTaxTotal/cbc:RoundingAmount,2,cbc:RoundingAmount,Amount,0..1
7690,140580,,,not,/Invoice/cac:WithholdingTaxTotal/cbc:TaxEvidenceIndicator,2,cbc:TaxEvidenceIndicator,Indicator,0..1
7700,140590,,,not,/Invoice/cac:WithholdingTaxTotal/cbc:TaxIncludedIndicator,2,cbc:TaxIncludedIndicator,Indicator,0..1
7710,140600,,,not,/Invoice/cac:WithholdingTaxTotal/cac:TaxSubtotal,2,cac:TaxSubtotal,TaxSubtotalType,0..n
7720,140860,3090,ibg-22,,/Invoice/cac:LegalMonetaryTotal,1,cac:LegalMonetaryTotal,MonetaryTotalType,1..1
7730,140870,3100,ibt-106,,/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,2,cbc:LineExtensionAmount,Amount,0..1
7740,140880,3110,ibt-109,,/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount,2,cbc:TaxExclusiveAmount,Amount,0..1
7750,140890,3120,ibt-112,,/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount,2,cbc:TaxInclusiveAmount,Amount,0..1
7760,140900,3130,ibt-107,,/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,2,cbc:AllowanceTotalAmount,Amount,0..1
7770,140910,3140,ibt-108,,/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,2,cbc:ChargeTotalAmount,Amount,0..1
7780,140920,3150,ibt-113,,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount,2,cbc:PrepaidAmount,Amount,0..1
7790,140930,3160,ibt-114,,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount,2,cbc:PayableRoundingAmount,Amount,0..1
7800,140940,3170,ibt-115,,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount,2,cbc:PayableAmount,Amount,1..1
7810,140950,,,not,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAlternativeAmount,2,cbc:PayableAlternativeAmount,Amount,0..1
7820,140960,3180,ibg-25,,/Invoice/cac:InvoiceLine,1,cac:InvoiceLine,InvoiceLineType,1..n
7830,140970,3190,ibt-126,,/Invoice/cac:InvoiceLine/cbc:ID,2,cbc:ID,Identifier,1..1
7840,140980,,,not,/Invoice/cac:InvoiceLine/cbc:UUID,2,cbc:UUID,Identifier,0..1
7850,140990,3200,ibt-127,,/Invoice/cac:InvoiceLine/cbc:Note,2,cbc:Note,Text,0..n
7860,141000,3210,ibt-129,,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,2,cbc:InvoicedQuantity,Quantity,0..1
7870,141010,3230,ibt-131,,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,2,cbc:LineExtensionAmount,Amount,1..1
7880,141020,,,not,/Invoice/cac:InvoiceLine/cbc:TaxPointDate,2,cbc:TaxPointDate,Date,0..1
7890,141030,,,not,/Invoice/cac:InvoiceLine/cbc:AccountingCostCode,2,cbc:AccountingCostCode,Code,0..1
7900,141040,3240,ibt-133,,/Invoice/cac:InvoiceLine/cbc:AccountingCost,2,cbc:AccountingCost,Text,0..1
7910,141050,,,not,/Invoice/cac:InvoiceLine/cbc:PaymentPurposeCode,2,cbc:PaymentPurposeCode,Code,0..1
7920,141060,,,not,/Invoice/cac:InvoiceLine/cbc:FreeOfChargeIndicator,2,cbc:FreeOfChargeIndicator,Indicator,0..1
7930,141070,3242,ibg-26,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod,2,cac:InvoicePeriod,PeriodType,0..n
7940,141080,3244,ibt-134,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,3,cbc:StartDate,Date,0..1
7950,141090,,,not,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartTime,3,cbc:StartTime,Time,0..1
7960,141100,3246,ibt-135,,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,3,cbc:EndDate,Date,0..1
7970,141110,,,not,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndTime,3,cbc:EndTime,Time,0..1
7980,141120,,,not,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:DurationMeasure,3,cbc:DurationMeasure,Measure,0..1
7990,141130,,,not,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:DescriptionCode,3,cbc:DescriptionCode,Code,0..n
8000,141140,,,not,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:Description,3,cbc:Description,Text,0..n
8010,141150,3250,0,,/Invoice/cac:InvoiceLine/cac:OrderLineReference,2,cac:OrderLineReference,OrderLineReferenceType,0..n
8020,141160,3260,ibt-132,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,3,cbc:LineID,Identifier,1..1
8030,141170,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:SalesOrderLineID,3,cbc:SalesOrderLineID,Identifier,0..1
8040,141180,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:UUID,3,cbc:UUID,Identifier,0..1
8050,141190,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineStatusCode,3,cbc:LineStatusCode,Code,0..1
8060,141200,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference,3,cac:OrderReference,OrderReferenceType,0..1
8070,141210,3261,ibt-183,,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,4,cbc:ID,Identifier,1..1
8080,141220,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:SalesOrderID,4,cbc:SalesOrderID,Identifier,0..1
8090,141230,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:CopyIndicator,4,cbc:CopyIndicator,Indicator,0..1
8100,141240,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:UUID,4,cbc:UUID,Identifier,0..1
8110,141250,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:IssueDate,4,cbc:IssueDate,Date,0..1
8120,141260,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:IssueTime,4,cbc:IssueTime,Time,0..1
8130,141270,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:CustomerReference,4,cbc:CustomerReference,Text,0..1
8140,141280,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:OrderTypeCode,4,cbc:OrderTypeCode,Code,0..1
8150,141290,,,not,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cac:DocumentReference,4,cac:DocumentReference,DocumentReferenceType,0..1
8160,141470,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference,2,cac:DespatchLineReference,LineReferenceType,0..n
8170,141510,,,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference,3,cac:DocumentReference,DocumentReferenceType,0..1
8180,141520,3265,ibt-184,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,4,cbc:ID,Identifier,1..1
8190,141530,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:CopyIndicator,4,cbc:CopyIndicator,Indicator,0..1
8200,141540,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:UUID,4,cbc:UUID,Identifier,0..1
8210,141550,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:IssueDate,4,cbc:IssueDate,Date,0..1
8220,141560,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:IssueTime,4,cbc:IssueTime,Time,0..1
8230,141570,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:DocumentTypeCode,4,cbc:DocumentTypeCode,Code,0..1
8240,141580,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:DocumentType,4,cbc:DocumentType,Text,0..1
8250,141590,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:XPath,4,cbc:XPath,Text,0..n
8260,141600,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:LanguageID,4,cbc:LanguageID,Identifier,0..1
8270,141610,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:LocaleCode,4,cbc:LocaleCode,Code,0..1
8280,141620,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:VersionID,4,cbc:VersionID,Identifier,0..1
8290,141630,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:DocumentStatusCode,4,cbc:DocumentStatusCode,Code,0..1
8300,141640,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:DocumentDescription,4,cbc:DocumentDescription,Text,0..n
8310,141650,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cac:Attachment,4,cac:Attachment,AttachmentType,0..1
8320,141680,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cac:ValidityPeriod,4,cac:ValidityPeriod,PeriodType,0..1
8330,141760,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cac:IssuerParty,4,cac:IssuerParty,PartyType,0..1
8340,141960,,,not,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cac:ResultOfVerification,4,cac:ResultOfVerification,ResultOfVerificationType,0..1
8350,142050,,,not,/Invoice/cac:InvoiceLine/cac:ReceiptLineReference,2,cac:ReceiptLineReference,LineReferenceType,0..n
8360,142630,,,not,/Invoice/cac:InvoiceLine/cac:BillingReference,2,cac:BillingReference,BillingReferenceType,0..n
8370,146610,3270,0,,/Invoice/cac:InvoiceLine/cac:DocumentReference,2,cac:DocumentReference,DocumentReferenceType,0..n
8380,146620,3280,ibt-128,,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID,3,cbc:ID,Identifier,1..1
8390,146630,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:CopyIndicator,3,cbc:CopyIndicator,Indicator,0..1
8400,146640,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:UUID,3,cbc:UUID,Identifier,0..1
8410,146650,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:IssueDate,3,cbc:IssueDate,Date,0..1
8420,146660,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:IssueTime,3,cbc:IssueTime,Time,0..1
8430,146670,3292,ibt-128-2,,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentTypeCode,3,cbc:DocumentTypeCode,Code,0..1
8440,146680,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentType,3,cbc:DocumentType,Text,0..1
8450,146690,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:XPath,3,cbc:XPath,Text,0..n
8460,146700,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:LanguageID,3,cbc:LanguageID,Identifier,0..1
8470,146710,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:LocaleCode,3,cbc:LocaleCode,Code,0..1
8480,146720,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:VersionID,3,cbc:VersionID,Identifier,0..1
8490,146730,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentStatusCode,3,cbc:DocumentStatusCode,Code,0..1
8500,146740,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:DocumentDescription,3,cbc:DocumentDescription,Text,0..n
8510,146750,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cac:Attachment,3,cac:Attachment,AttachmentType,0..1
8520,146890,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cac:ValidityPeriod,3,cac:ValidityPeriod,PeriodType,0..1
8530,146970,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cac:IssuerParty,3,cac:IssuerParty,PartyType,0..1
8540,148210,,,not,/Invoice/cac:InvoiceLine/cac:DocumentReference/cac:ResultOfVerification,3,cac:ResultOfVerification,ResultOfVerificationType,0..1
8550,148490,,,not,/Invoice/cac:InvoiceLine/cac:PricingReference,2,cac:PricingReference,PricingReferenceType,0..1
8560,149920,,,not,/Invoice/cac:InvoiceLine/cac:OriginatorParty,2,cac:OriginatorParty,PartyType,0..1
8570,153260,,,not,/Invoice/cac:InvoiceLine/cac:Delivery,2,cac:Delivery,DeliveryType,0..n
8580,164190,,,not,/Invoice/cac:InvoiceLine/cac:PaymentTerms,2,cac:PaymentTerms,PaymentTermsType,0..n
8590,164830,3330,ibg-27,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],2,cac:AllowanceCharge,AllowanceChargeType,0..n
8600,164840,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:ID,3,cbc:ID,Identifier,0..1
8610,164850,3340,0,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,3,cbc:ChargeIndicator,Indicator,1..1
8620,164860,3350,ibt-140,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,3,cbc:AllowanceChargeReasonCode,Code,0..1
8630,164870,3360,ibt-139,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,3,cbc:AllowanceChargeReason,Text,0..n
8640,164880,3370,ibt-138,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,3,cbc:MultiplierFactorNumeric,Numeric,0..1
8650,164890,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:PrepaidIndicator,3,cbc:PrepaidIndicator,Indicator,0..1
8660,164900,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:SequenceNumeric,3,cbc:SequenceNumeric,Numeric,0..1
8670,164910,3390,ibt-136,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,3,cbc:Amount,Amount,1..1
8680,164920,3400,ibt-137,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,3,cbc:BaseAmount,Amount,0..1
8690,164930,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AccountingCostCode,3,cbc:AccountingCostCode,Code,0..1
8700,164940,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AccountingCost,3,cbc:AccountingCost,Text,0..1
8710,164950,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:PerUnitAmount,3,cbc:PerUnitAmount,Amount,0..1
8720,164960,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cac:TaxCategory,3,cac:TaxCategory,TaxCategoryType,0..n
8730,165120,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cac:TaxTotal,3,cac:TaxTotal,TaxTotalType,0..1
8740,165280,,,not,/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cac:PaymentMeans,3,cac:PaymentMeans,PaymentMeansType,0..n
8750,164830,3410,ibg-28,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],2,cac:AllowanceCharge,AllowanceChargeType,0..n
8760,164850,3415,0,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,3,cbc:ChargeIndicator,Indicator,1..1
8770,164860,3420,ibt-145,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,3,cbc:AllowanceChargeReasonCode,Code,0..1
8780,164870,3430,ibt-144,,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,3,cbc:AllowanceChargeReason,Text,0..n
